engine_load_pct,rpm,oil_pressure_psi,coolant_temp_c,fuel_pressure_kpa,brake_line_pressure_bar,aps_pressure_bar,mileage_km,aps_failure
35.37,1604,50.3,96.5,301.9,8.24,12.1,584773,0
69.79,1839,37.56,73.2,371.7,6.89,14.31,301341,0
63.53,2361,33.99,97.9,473.3,7.71,12.47,735342,0
79.49,1147,45.02,82.3,334.2,6.45,11.05,399672,0
54.11,1726,50.82,95.7,340.0,8.92,11.17,533283,0
23.55,1450,40.98,85.2,392.0,8.63,10.75,331160,0
48.98,2342,42.76,78.7,409.2,10.37,13.49,787711,0
46.38,1990,37.87,105.6,279.0,12.31,12.48,525160,0
57.63,1391,57.59,95.2,298.9,8.05,10.64,260201,0
45.28,1419,31.04,120.7,402.5,8.34,10.68,627867,0
97.09,1445,28.92,89.5,300.5,9.14,6.86,305591,0
10.69,1154,62.51,66.8,307.2,9.89,8.79,797866,1
17.19,1309,31.75,106.3,364.5,9.91,11.14,519514,0
34.62,1357,64.6,130.0,319.8,7.07,13.46,200266,0
60.63,1083,39.78,98.4,298.5,7.97,14.14,74875,0
66.65,1242,27.84,87.7,332.8,5.39,10.91,197241,0
63.98,1507,43.34,98.3,337.7,13.73,10.38,376203,0
92.27,2271,41.66,78.0,354.3,9.08,12.34,589405,0
67.61,2635,39.48,85.4,384.0,9.4,7.67,488247,1
28.31,2102,39.73,79.3,328.6,6.55,10.44,659841,0
73.19,1264,50.74,83.1,307.9,8.24,12.06,580757,0
30.23,2559,30.49,95.9,335.8,8.91,8.78,723297,1
57.57,2177,38.85,94.4,303.9,8.03,14.8,159911,0
89.79,1949,40.02,71.1,411.3,7.6,16.18,694413,0
78.25,1562,60.84,99.7,314.6,6.09,16.82,588611,0
30.44,1683,44.34,87.8,418.7,9.64,11.56,443670,0
19.91,1887,42.52,107.1,299.6,6.68,11.87,780309,0
42.37,1585,34.15,90.4,409.1,10.22,14.14,329802,0
68.72,1980,27.43,103.3,301.5,9.6,10.62,375071,0
76.64,2074,35.51,88.9,370.3,5.53,12.77,783412,0
38.89,2004,39.65,104.7,306.9,10.01,14.46,52337,0
78.74,2653,70.36,88.9,344.6,8.93,14.09,152636,0
32.69,1746,43.89,90.8,404.3,6.19,11.88,267705,0
63.99,2278,50.18,78.1,313.4,7.42,11.42,296518,0
12.72,1401,53.3,82.4,397.7,7.36,11.77,468200,0
91.23,1844,53.17,89.9,412.9,8.52,14.34,245815,0
52.68,1998,38.07,114.0,350.3,9.91,16.89,349706,0
91.32,1508,38.3,85.8,393.5,10.76,10.67,620054,0
89.95,1824,34.23,94.9,380.1,6.54,13.54,178227,0
98.46,1785,45.44,77.4,377.2,11.65,14.77,336772,0
68.98,1992,34.64,102.9,318.6,8.93,10.56,154475,0
39.21,1747,45.78,100.7,408.6,9.28,12.48,190926,0
53.53,1242,37.84,82.4,417.1,8.59,10.08,357532,0
95.48,1854,50.67,79.0,430.3,8.7,8.86,531204,1
40.26,1563,51.78,91.8,392.4,6.25,11.82,321292,0
35.22,1040,48.98,82.0,329.0,10.21,13.92,641403,0
38.43,1462,32.43,117.6,324.6,9.57,8.41,368987,0
76.72,1952,41.75,92.0,367.0,8.97,13.06,117793,0
29.8,1245,33.52,107.7,382.1,9.82,13.42,262441,0
36.26,2207,50.84,95.9,328.0,7.8,11.38,328742,0
15.77,2641,31.38,72.9,405.5,8.96,11.27,579832,0
16.48,2266,40.22,77.6,347.3,7.93,10.06,99905,0
61.71,1789,39.86,87.3,366.7,8.46,10.58,482904,0
71.78,2239,45.25,84.1,445.2,7.1,13.47,640362,0
23.16,2031,53.71,114.6,334.2,7.21,11.72,361226,0
35.42,2922,49.01,84.2,296.2,9.52,14.48,751491,0
73.83,2586,52.61,72.7,316.3,7.87,14.18,231883,0
14.94,1301,43.32,88.3,366.5,8.06,11.57,392414,0
30.64,2232,63.82,84.2,342.3,7.81,10.37,708089,0
72.31,2381,40.9,75.9,294.2,5.67,11.81,686433,0
28.64,1553,40.26,79.4,342.1,8.81,15.03,688547,0
96.67,2658,39.41,76.1,249.9,8.62,11.41,305417,0
63.56,2224,49.67,89.4,343.3,6.44,11.22,420863,0
13.44,1171,37.51,73.9,392.2,10.39,10.04,151003,0
93.15,1815,26.64,95.3,354.3,4.97,11.75,328563,0
27.55,2375,41.82,75.2,253.4,5.51,8.11,430652,0
13.59,945,47.84,91.9,366.0,9.41,18.6,487740,0
69.6,2263,37.02,89.7,382.0,9.94,13.02,180686,0
95.22,2157,58.44,89.0,436.9,7.63,15.2,71927,0
39.61,1648,46.21,91.8,316.1,8.31,11.76,596789,0
52.44,2281,42.39,109.7,353.0,6.49,13.48,701772,0
20.95,1801,39.75,78.9,288.3,7.48,12.3,321843,0
79.93,1102,56.97,79.7,371.1,7.94,11.41,586406,0
43.88,2031,40.32,107.1,266.7,7.52,10.4,799019,0
73.05,1546,39.82,80.7,320.6,13.42,11.73,161082,0
92.53,2248,45.31,97.3,363.4,9.14,8.94,145466,1
11.2,1547,35.61,88.6,379.9,9.53,12.74,761985,0
40.43,1811,49.56,102.1,302.2,8.75,11.05,521666,0
50.23,2525,47.31,83.0,294.2,7.83,10.75,295542,0
54.29,1355,45.91,111.9,390.7,6.82,13.03,163771,0
47.95,2098,54.43,75.6,293.1,5.95,12.53,387531,0
91.84,1868,43.79,103.2,372.0,7.31,14.89,154331,0
22.27,1824,36.86,115.7,385.3,8.05,10.68,269948,0
94.63,1462,45.61,90.9,389.7,9.04,12.42,179584,0
54.5,2130,45.0,79.4,472.6,8.33,10.5,314381,0
13.95,2216,42.4,83.1,296.7,11.35,11.23,137997,0
44.14,1630,48.7,78.2,401.7,11.23,11.83,190695,0
16.53,1785,42.93,74.9,359.6,7.24,12.16,215124,0
64.76,2244,33.06,95.6,345.9,10.44,12.47,597841,0
64.38,1493,43.21,91.2,286.5,8.39,8.91,685448,1
88.15,1153,60.71,98.4,318.0,9.69,12.72,425844,0
26.3,2197,49.32,87.4,364.0,9.12,16.17,211936,0
13.5,1443,52.25,67.8,356.1,7.01,13.85,441410,0
74.25,1473,53.57,104.1,358.7,7.49,10.96,396890,0
56.82,1608,35.31,87.3,333.9,8.51,11.26,91955,0
97.44,1452,57.88,96.2,376.0,10.4,11.11,106239,0
85.33,932,50.55,91.0,277.2,8.7,9.64,653357,1
97.52,1554,41.85,91.3,289.8,9.34,13.07,629295,0
70.54,1566,44.96,74.8,457.2,8.84,10.97,58075,0
93.81,2257,48.02,72.2,328.4,9.53,11.53,742954,0
45.02,1514,25.2,63.2,362.2,9.25,13.94,777967,0
59.61,1982,55.08,91.6,367.2,8.08,13.06,487678,0
73.56,1377,44.58,80.9,302.3,6.3,12.46,670418,0
92.16,1246,47.31,83.7,300.6,10.25,10.58,186614,0
54.01,1809,62.71,85.2,331.2,8.95,7.83,784340,1
24.3,1163,41.94,93.3,323.9,5.11,12.47,651297,0
28.11,1379,45.26,85.8,392.0,8.18,14.26,769616,0
84.29,1248,47.63,93.6,364.4,7.89,9.63,555426,1
92.1,2061,44.07,97.2,346.6,9.3,13.92,344434,0
48.14,1743,30.07,94.1,390.1,9.03,10.46,568860,0
57.01,1541,40.64,105.4,348.4,8.04,13.7,296176,0
22.3,1229,49.8,80.8,421.4,8.31,16.9,598011,0
44.88,1408,40.06,91.3,310.4,8.87,11.78,97725,0
76.71,1848,38.23,78.8,327.4,7.44,10.3,141137,0
11.68,1964,27.63,103.2,366.5,6.04,13.29,722754,0
86.49,1199,52.57,86.8,330.8,9.84,11.02,191240,0
10.67,1399,44.42,90.6,376.4,10.9,12.12,136997,0
95.42,1481,40.11,86.4,299.5,8.21,10.3,530688,0
82.61,746,43.04,94.8,387.5,9.9,13.15,154778,0
58.22,1616,44.28,101.0,385.2,10.54,9.44,113087,0
49.63,1297,66.38,92.3,287.2,9.74,8.41,69300,0
11.0,1536,40.07,86.8,358.4,10.22,14.42,324214,0
35.64,2063,48.89,95.3,342.6,8.16,15.75,152289,0
13.88,953,37.21,85.9,235.6,8.68,13.52,165547,0
86.46,1132,42.79,80.5,331.3,6.13,11.69,273070,0
73.16,1810,60.1,81.0,380.3,9.49,10.1,122564,0
52.44,2370,38.49,74.9,312.1,8.41,12.99,242776,0
46.87,1342,44.76,86.8,334.7,5.84,10.62,686777,0
69.0,1634,47.2,84.0,403.6,8.77,10.1,418090,0
16.33,2029,42.75,97.1,352.6,9.45,12.28,263864,0
44.29,1967,42.23,94.5,344.6,7.26,9.91,497611,0
64.51,1029,47.06,86.3,409.1,7.0,12.71,390501,0
51.01,2252,53.99,102.1,364.9,5.9,14.48,616093,0
16.21,2110,54.05,97.2,335.7,9.53,9.7,384824,0
70.67,1986,51.21,91.7,436.3,7.1,14.11,424433,0
68.07,1484,40.23,85.5,398.0,6.93,15.64,428451,0
93.88,1898,33.09,110.5,395.3,8.26,6.82,92263,1
77.03,1951,36.76,104.2,253.7,5.9,12.53,488349,0
70.16,2010,37.74,60.9,277.2,9.01,11.89,665073,0
14.98,1265,41.57,89.3,394.4,9.24,11.46,80361,0
35.74,1538,46.6,77.8,332.9,6.34,9.91,659162,0
13.24,1850,43.32,85.3,345.5,9.38,9.53,163984,0
42.22,1980,42.77,85.6,387.0,13.09,16.34,739335,0
63.34,1604,63.74,94.7,331.9,7.03,11.96,207018,0
79.06,1897,43.79,87.4,300.4,9.55,12.05,228290,0
56.8,1771,40.57,82.6,205.7,9.69,15.14,557210,0
66.46,2475,36.23,74.7,353.7,11.64,13.16,225431,0
52.95,1754,41.7,102.6,327.1,9.16,10.76,672032,0
15.21,1398,49.79,74.9,310.6,7.48,11.2,141140,0
75.44,1530,42.86,84.4,379.3,11.26,14.11,476846,0
44.49,1738,51.32,97.7,424.0,6.01,10.88,138726,0
12.96,2068,40.44,93.3,257.7,7.17,13.44,408579,0
84.69,1845,45.99,113.7,306.3,7.35,11.89,450796,0
14.29,2057,39.58,95.7,330.6,8.37,10.51,353416,0
97.69,1850,48.84,82.3,356.6,9.3,12.22,282377,0
88.45,2544,56.56,81.6,329.3,6.27,11.88,183244,0
43.73,1825,35.62,100.7,326.2,9.06,14.21,476472,0
23.59,2539,33.61,77.8,323.8,9.78,11.3,297543,0
84.15,2750,37.56,110.7,336.2,8.99,10.38,529193,1
94.82,2272,41.63,78.6,431.4,10.26,9.43,261260,0
36.17,1901,36.9,63.2,377.4,8.83,11.5,748111,0
42.53,1565,36.31,111.5,324.6,6.31,12.0,666581,0
28.24,2295,46.11,78.5,351.8,6.62,14.13,504234,0
26.89,1985,46.33,111.1,299.0,8.31,11.65,521638,1
73.67,1866,60.98,72.4,398.7,10.05,9.94,361665,0
27.99,1496,51.65,66.4,344.7,9.57,13.82,711714,0
62.34,2264,40.71,98.2,417.9,6.88,9.34,733423,0
31.71,1477,36.94,86.9,328.7,6.87,10.44,497828,0
45.54,1326,38.66,97.7,353.5,8.6,11.31,730653,0
16.82,1856,42.44,72.0,344.1,7.8,13.83,792707,0
18.86,1862,40.19,98.6,380.8,8.09,13.54,64518,0
73.99,1715,40.73,109.6,356.5,8.36,13.21,435522,0
19.68,2280,47.58,95.3,384.9,8.42,13.92,366147,0
41.05,2281,43.86,78.9,374.7,10.34,10.94,574780,0
76.47,1344,44.64,85.9,348.2,8.02,10.64,469468,0
19.85,2010,49.46,82.7,327.4,9.78,14.53,319608,0
91.31,2623,44.13,87.1,325.1,9.44,12.28,700898,1
10.47,2251,47.24,99.3,367.9,9.49,10.18,72275,0
32.51,2278,32.71,81.1,261.2,7.62,9.28,105110,0
38.3,1726,41.05,95.5,425.9,7.37,12.76,527453,0
19.21,1953,59.68,100.6,338.8,8.2,14.91,308684,0
69.41,2475,47.16,88.4,305.9,7.51,12.63,251629,0
49.73,2465,40.65,78.6,334.7,8.04,13.46,792611,0
34.88,2074,37.36,79.2,370.8,8.33,11.76,384401,0
68.91,1326,40.98,84.3,369.6,7.27,12.06,428570,0
31.75,1835,44.47,115.5,347.1,9.41,10.77,316812,0
85.23,1470,34.05,83.3,303.9,8.5,10.56,53396,0
34.57,1813,41.09,84.4,373.9,10.45,12.16,628491,0
47.47,1604,24.09,79.9,383.5,6.59,13.01,236650,0
93.84,2592,51.76,89.8,363.0,9.31,13.39,731837,0
25.32,2196,38.22,89.3,348.5,8.68,10.71,312065,0
48.95,1228,46.38,106.7,374.6,10.01,10.3,687890,0
67.82,1475,44.48,84.3,413.0,6.63,12.09,351279,0
71.7,1391,40.4,75.1,401.3,7.77,13.37,364505,0
33.42,1575,39.96,72.5,297.0,7.77,10.99,521290,0
43.66,1816,50.15,90.6,328.5,8.68,14.81,706200,0
20.02,1396,39.89,93.4,359.0,7.4,12.11,619415,0
47.26,1944,32.14,91.5,305.4,6.44,10.83,111174,0
46.23,2026,34.07,85.7,399.7,8.29,9.11,479466,0
71.85,1965,48.24,94.4,334.6,7.91,10.64,370919,0
75.49,1063,37.11,90.3,331.4,7.81,11.74,648988,0
31.76,2603,45.59,118.5,371.3,8.03,11.52,342719,0
66.21,2034,45.36,91.2,344.9,10.89,15.25,189814,0
36.04,1647,60.93,96.9,362.1,8.66,11.56,504118,0
34.95,1901,37.6,91.7,366.2,10.29,14.9,377339,0
70.66,2394,48.06,64.8,301.7,8.55,10.69,419460,0
18.67,1572,47.31,84.1,335.8,8.65,12.48,54572,0
90.36,2014,48.23,89.7,363.5,7.33,13.09,188646,0
32.55,1869,63.94,85.5,309.4,9.63,12.74,720906,0
50.79,1772,43.43,96.4,266.1,8.01,9.08,179188,0
78.8,1889,48.94,92.2,373.4,9.33,11.56,672875,0
19.9,2385,42.95,85.0,368.8,11.53,10.09,766185,0
83.67,1574,57.99,79.3,371.0,6.05,10.72,556759,0
42.18,1732,52.05,90.4,361.3,8.78,15.32,342840,0
44.2,2755,50.59,57.6,375.1,8.68,12.89,104284,0
32.07,685,20.95,85.3,429.1,8.49,14.29,618130,0
39.95,1726,31.46,102.0,267.5,8.56,13.19,196820,0
31.14,2176,49.03,85.0,357.8,10.67,12.5,798780,0
45.75,1257,52.41,81.1,312.0,7.1,13.08,195864,0
69.47,1537,37.49,86.8,346.1,8.63,15.19,479897,0
59.32,1178,32.0,97.2,292.2,7.16,13.93,446214,0
76.49,1937,30.16,93.9,458.1,9.82,10.91,292465,0
94.07,2021,44.33,92.9,329.0,11.62,9.3,627450,0
73.21,2306,43.42,104.4,386.5,8.65,12.49,119257,0
16.84,1513,43.19,87.4,450.2,9.58,11.87,635177,0
71.95,1562,44.43,102.8,368.2,8.45,11.87,739916,0
10.68,1821,51.0,100.5,297.0,9.23,14.5,163165,0
96.47,1720,40.75,83.5,390.5,6.92,10.92,767959,0
29.58,1753,44.53,116.2,410.1,9.87,8.9,391017,0
44.07,1877,47.9,113.4,377.5,8.56,11.27,709436,0
27.62,2016,50.13,99.4,437.1,8.32,11.48,116202,0
88.93,1984,51.38,112.8,336.2,9.98,10.57,404376,0
44.06,1310,35.8,86.4,376.4,8.66,11.16,423331,0
54.86,2410,45.81,90.0,375.6,10.42,11.07,110923,0
93.8,1449,50.12,77.1,299.8,8.61,9.13,629844,0
59.47,2588,48.41,109.1,336.1,5.23,12.03,258785,0
26.38,1536,53.33,110.1,270.3,8.62,13.25,97744,0
86.29,2104,40.8,101.2,403.7,8.84,16.72,328226,0
27.3,906,47.38,71.2,503.4,8.9,8.81,461266,0
33.35,1938,59.87,87.7,447.5,10.88,15.26,223487,0
87.79,1832,52.34,98.1,381.9,7.33,8.22,276945,0
91.52,1811,37.11,78.3,232.7,5.89,11.76,416818,0
55.51,1346,43.53,82.3,333.9,7.75,16.95,283787,0
44.69,2462,30.76,89.3,362.2,10.25,13.71,540003,0
88.38,2140,53.7,79.6,365.1,6.15,7.99,718286,1
32.1,1501,51.38,81.9,268.3,8.84,13.93,276029,0
69.22,1938,48.73,86.4,362.0,6.47,14.22,104614,0
45.79,1249,49.91,114.5,253.7,7.41,11.32,141602,0
16.92,2575,45.07,89.7,341.7,8.94,10.02,774051,0
28.9,1561,50.14,85.0,288.7,8.79,11.76,244797,0
76.12,2280,34.64,86.0,279.8,6.26,14.63,638788,0
60.52,1428,47.35,98.9,294.7,8.25,10.24,132027,0
93.57,1938,42.89,86.9,279.8,7.38,12.86,184338,0
34.26,1601,41.91,80.1,328.7,5.16,12.22,713463,0
91.41,2185,49.79,94.7,427.5,11.08,9.81,697066,0
37.5,1866,41.36,93.7,462.0,9.08,12.79,526762,0
45.87,2138,56.8,91.4,398.7,8.61,12.05,726963,0
11.23,2689,36.64,77.0,259.4,6.56,9.94,638918,0
38.93,1353,50.53,99.6,292.3,9.07,11.69,70376,0
54.8,1642,45.07,101.1,330.0,10.22,10.31,190482,0
42.57,2371,34.95,82.5,318.5,7.27,14.73,482871,0
82.21,1685,39.76,113.1,372.0,8.47,12.46,603686,1
33.26,2179,57.67,95.1,305.9,9.07,11.83,188878,0
57.28,1886,44.45,96.9,386.4,8.06,15.15,548305,0
61.37,2612,50.13,100.6,473.8,7.78,16.26,271284,0
81.32,1562,44.19,78.0,350.6,9.13,13.86,267396,0
11.84,2389,56.15,92.0,459.9,7.02,10.95,244484,0
45.15,1971,42.3,78.0,408.8,11.85,11.8,319130,0
75.54,1857,43.02,78.3,372.3,9.44,13.88,735729,0
43.7,2003,52.35,111.6,471.1,7.25,11.24,165203,0
31.07,2199,43.91,78.6,388.0,4.55,11.7,389916,0
16.58,1949,55.36,106.2,355.9,10.44,12.79,356831,0
63.6,2014,36.45,108.8,342.6,8.43,9.85,299482,0
33.72,2426,49.32,115.9,313.9,9.27,13.64,622058,0
48.81,1592,35.65,93.2,372.4,9.58,9.46,261334,0
61.49,1544,68.47,123.7,309.8,9.59,15.57,536705,0
98.89,1736,51.35,83.9,366.5,9.64,14.04,672205,1
86.78,2155,37.48,88.2,409.2,7.59,13.07,551609,1
53.05,1387,42.04,94.5,269.4,8.64,15.28,559367,0
67.83,2385,41.63,76.5,415.5,10.74,11.5,440135,0
86.43,1211,36.83,77.6,337.6,7.69,12.84,268693,0
73.13,2500,35.01,63.8,425.7,7.55,12.41,519520,0
46.11,1763,47.36,92.7,265.7,10.51,8.25,750368,1
59.22,1877,52.78,87.2,253.4,9.0,12.36,468282,0
14.51,1733,45.66,90.1,450.6,8.46,12.07,267215,0
32.25,1598,43.2,80.6,340.5,8.74,12.43,541321,0
16.71,2128,32.48,106.8,410.6,10.18,10.39,756070,0
87.51,1727,35.62,87.7,362.3,9.04,13.83,547329,1
56.25,2158,51.84,96.7,355.2,8.33,11.09,180421,0
56.83,1668,46.36,79.6,370.8,10.35,13.91,713397,0
30.91,1473,53.97,84.3,394.2,9.14,11.46,213419,0
47.6,2257,22.71,96.3,385.6,8.74,12.77,650386,0
77.38,1924,47.67,98.9,417.5,11.04,13.47,381014,0
27.16,1115,38.44,64.3,465.0,9.84,10.71,443532,0
58.78,1756,37.52,83.1,449.8,9.33,14.05,313902,0
86.66,2024,49.73,92.7,418.4,5.94,13.47,377378,0
46.03,1499,52.29,86.5,393.2,8.45,10.14,131611,0
84.35,2191,35.36,103.5,276.7,7.24,10.81,680477,0
11.04,881,50.58,89.6,381.0,10.77,11.9,470021,0
88.53,1585,47.13,102.4,398.8,11.09,9.96,491980,0
17.3,1943,43.04,67.6,341.9,7.37,13.26,777430,0
97.73,1616,48.15,99.0,337.9,5.99,11.86,348633,0
57.31,1532,33.38,104.0,319.7,6.99,12.51,285170,0
53.2,1810,41.73,103.0,342.3,7.22,12.22,188427,0
72.74,1601,41.49,83.5,265.5,9.21,11.03,154987,0
47.74,2566,47.96,93.3,331.5,6.36,13.02,152960,0
83.45,1833,35.6,79.8,254.4,5.81,10.51,629029,1
27.93,2381,46.19,81.3,358.0,8.7,13.54,522398,0
70.22,1878,36.42,103.1,414.5,9.04,12.61,592300,0
19.08,2523,51.64,93.5,327.1,10.01,9.09,557152,0
75.89,1487,40.61,66.1,302.2,5.63,13.96,235425,0
30.12,2542,48.57,93.3,413.1,6.83,11.35,693566,0
31.69,2134,41.99,101.6,340.2,9.44,8.58,473217,0
31.9,1876,35.0,90.1,346.2,8.56,14.57,483741,0
31.49,1292,47.05,69.5,278.5,10.57,11.22,336212,0
83.56,1350,46.32,94.8,315.7,8.95,8.13,624458,1
53.0,1421,44.49,93.9,266.6,9.72,12.54,665847,0
87.88,1774,41.24,82.4,352.5,8.7,10.69,701189,1
72.52,1930,51.63,97.0,457.6,7.7,13.43,648387,0
41.57,1512,49.44,98.0,283.0,8.53,10.04,309772,0
79.8,1662,42.84,72.4,309.9,8.69,11.73,482095,0
12.7,1588,37.99,88.5,336.4,10.73,11.45,784204,0
62.29,1347,35.49,88.9,303.3,9.95,11.92,116616,0
86.52,2366,31.66,67.5,405.0,8.88,8.66,513234,1
71.15,2729,34.48,88.7,315.2,6.92,13.64,245002,0
93.2,1697,33.97,78.2,305.7,9.35,16.91,550247,1
32.61,2039,47.72,94.8,381.4,8.28,14.87,766621,0
91.23,2503,35.43,100.9,291.4,8.12,12.16,480397,0
46.37,1773,48.46,74.2,377.9,5.92,12.83,689268,0
58.16,2191,34.85,92.4,396.4,9.42,12.38,704825,0
30.66,2005,38.06,93.4,344.0,9.17,13.26,597537,0
54.49,1874,37.47,100.0,357.7,4.33,10.47,445397,0
53.43,1545,37.11,100.3,354.7,11.72,12.58,673534,0
14.42,1960,41.06,85.3,334.8,8.76,12.08,103032,0
39.63,1465,33.64,97.1,361.9,8.79,7.98,53474,0
88.13,1154,45.32,78.9,384.2,8.47,12.54,579100,0
21.59,1158,32.92,85.2,396.6,7.9,10.27,636537,0
66.56,1963,43.37,88.0,359.9,9.9,11.95,659155,0
80.2,1722,31.85,97.3,277.5,8.19,10.03,331728,0
36.22,2193,59.91,86.4,369.1,9.14,9.51,286239,0
28.79,2084,40.24,93.9,375.8,8.43,10.95,567221,0
20.66,1161,50.88,81.7,460.0,7.47,14.91,159010,0
86.84,1708,32.69,90.1,411.5,9.81,14.01,197163,0
69.44,2206,45.01,106.2,340.7,9.28,10.92,403858,0
15.73,1430,44.25,101.6,401.3,8.97,10.2,774431,0
44.45,1793,39.63,89.4,336.4,5.83,10.2,354483,0
45.51,1689,35.29,112.1,343.8,9.01,11.32,220730,0
25.79,2197,48.26,93.5,302.5,6.58,10.24,299517,0
67.0,1406,61.16,83.6,337.5,12.69,8.85,167891,1
63.7,1299,55.03,98.0,392.1,9.8,11.98,656368,0
29.63,2063,37.91,62.8,367.6,9.42,13.68,598175,0
25.96,1573,44.16,116.2,313.9,7.9,14.76,590413,0
59.42,1628,50.99,85.4,356.8,8.24,12.27,319432,0
80.64,1851,53.24,86.3,321.7,8.26,12.11,495036,0
36.0,1465,53.81,91.4,341.1,9.03,14.83,365133,0
75.82,1091,63.02,98.7,317.4,9.16,6.84,68773,0
37.3,2339,44.5,105.0,380.3,11.35,9.14,69024,0
34.92,1236,37.07,101.7,376.1,5.71,13.56,146473,0
26.4,1902,37.4,82.0,336.6,11.06,12.24,710102,0
15.43,2709,44.35,83.7,327.0,6.31,11.11,563665,0
89.89,1174,43.52,111.4,417.7,6.85,10.62,437618,0
88.91,1051,47.9,85.7,366.2,9.54,9.33,699524,1
31.93,1737,36.94,87.2,342.1,9.44,7.92,520203,1
15.04,1191,39.09,80.6,210.5,7.41,12.95,251993,0
66.79,1426,46.84,87.7,408.5,7.51,11.76,744362,0
47.96,2651,49.55,86.6,350.1,6.89,10.36,78893,0
86.11,2340,36.06,79.5,308.6,9.67,8.62,344382,0
41.2,2414,32.79,100.5,420.0,8.79,11.77,371551,0
31.87,1830,56.28,82.4,348.1,8.79,12.07,333197,0
90.99,1760,47.41,81.7,329.7,10.04,11.94,694474,0
56.44,2064,50.2,103.1,237.7,8.87,12.73,613227,0
35.98,1417,36.6,108.3,412.0,8.4,11.1,723248,0
47.11,1506,37.65,97.0,339.0,10.66,13.52,409159,0
27.77,1848,31.22,94.7,384.7,7.99,9.3,580754,0
21.94,1335,39.88,85.0,342.6,6.98,9.83,421758,0
39.55,1433,64.47,93.5,385.2,8.98,10.56,667756,0
19.51,1590,37.65,67.5,315.0,11.99,13.64,319698,0
29.14,1734,36.83,101.2,320.2,6.62,10.4,692512,0
46.9,1349,37.34,93.6,348.8,7.62,9.51,786314,0
34.74,1361,33.22,69.9,362.9,9.95,9.84,752049,0
73.13,1968,45.39,84.7,396.6,8.67,13.02,681718,0
12.52,1764,56.33,64.9,343.1,6.16,11.67,470094,0
92.17,2612,44.07,92.6,427.2,9.36,13.0,727027,0
44.5,1072,48.84,99.3,315.0,8.8,11.76,499107,0
86.78,2025,27.07,78.5,327.7,8.96,9.51,63484,0
31.88,1768,49.93,87.7,377.9,8.15,10.54,452072,0
37.04,2274,45.37,93.6,356.0,7.76,13.44,532034,0
17.44,1993,38.72,84.6,342.4,9.17,13.68,215722,0
48.36,2235,42.64,83.2,355.9,10.46,12.96,322353,0
27.71,1923,44.69,73.5,479.7,8.67,13.25,733869,0
19.53,2277,51.51,112.9,374.7,11.41,7.88,628401,1
41.69,1028,52.87,83.0,291.8,5.97,12.65,751074,0
39.23,1583,52.93,88.9,351.2,7.87,11.64,557575,0
79.88,600,42.69,85.2,250.9,9.52,18.05,205462,0
70.49,1223,40.23,105.9,341.2,9.31,15.12,206929,0
60.8,1987,28.11,96.0,317.3,7.62,10.14,320743,0
69.95,1329,64.75,87.1,376.2,9.82,10.93,238660,0
11.08,1737,33.73,86.7,380.2,6.44,9.51,138654,0
96.89,2648,43.12,82.0,330.0,6.87,15.06,467502,0
53.91,2742,49.66,67.1,337.6,9.31,14.05,557281,0
15.56,1306,45.8,78.6,359.5,9.07,13.03,559888,0
24.5,1053,39.05,88.3,345.6,7.94,12.73,450756,0
55.09,1650,53.17,111.2,338.0,8.64,9.43,383180,0
45.47,1808,48.07,106.1,465.6,8.56,16.25,368396,0
12.85,2235,59.38,86.7,283.1,9.5,10.76,51819,0
84.12,1648,49.21,79.6,400.0,5.83,12.73,742724,0
80.17,2016,35.54,78.1,355.5,7.83,11.41,324155,0
19.19,1695,49.59,95.8,381.6,9.48,9.68,51283,0
12.59,1781,56.35,103.9,359.1,3.33,11.76,645648,0
57.94,1952,54.17,99.0,343.4,7.75,11.8,696282,0
60.71,1844,55.31,85.9,417.1,7.58,13.45,459190,0
33.29,1272,56.78,100.4,390.4,7.8,15.07,719298,0
44.5,1380,41.17,80.5,330.8,8.35,11.89,668658,0
58.5,1676,48.67,81.0,379.7,7.99,14.7,692902,0
82.76,1299,44.04,83.6,382.8,8.3,9.09,103845,0
38.47,1320,38.13,88.4,419.6,8.92,13.01,154625,0
77.52,2203,30.08,83.6,330.2,8.1,13.23,555119,0
36.12,1430,62.33,108.1,444.5,9.25,10.89,136265,0
86.36,1859,51.45,74.1,369.6,9.02,14.18,475999,0
15.24,1782,25.84,63.2,309.7,10.83,13.04,328812,0
30.53,1830,53.26,93.1,375.3,8.95,12.24,515493,0
79.41,1763,37.97,80.2,352.4,9.34,9.42,591877,0
96.62,1548,54.2,97.3,340.1,7.27,12.97,517870,0
98.02,1379,55.54,100.2,274.8,8.55,12.32,119591,0
54.99,1334,46.65,78.2,368.0,9.44,9.38,366354,0
19.86,1576,27.76,91.3,428.2,9.03,12.4,121429,0
90.54,1339,50.63,87.7,463.4,5.07,10.72,433834,0
69.2,2220,38.62,87.8,340.9,8.29,11.84,549310,0
18.73,2236,43.69,73.7,366.2,6.65,17.6,591482,0
16.42,2043,44.25,95.6,306.1,7.96,9.16,528075,0
20.49,1697,40.55,72.1,292.3,8.14,11.93,607955,0
51.24,2095,43.47,98.8,384.9,11.47,10.19,96660,0
56.44,1470,27.02,107.7,388.3,9.71,14.12,793860,0
70.9,1751,35.51,77.4,310.3,9.72,14.01,722322,0
28.76,963,44.03,94.8,320.6,8.22,9.79,416597,0
