flow_rate_lps,pressure_bar,ph_level,turbidity_ntu,chlorine_ppm,conductivity_us,water_temp_c,anomaly
53.31,4.68,7.02,2.65,1.88,354.3,19.2,0
46.03,5.03,6.76,0.18,1.27,384.3,17.7,0
51.8,4.98,7.35,0.27,1.72,457.9,19.9,0
52.49,4.49,7.68,1.86,1.62,480.7,27.6,0
45.32,4.63,7.41,0.76,1.48,521.8,17.8,0
41.63,4.51,7.2,0.74,2.15,385.3,22.0,0
45.17,5.01,6.84,2.92,1.98,517.6,19.9,0
44.23,4.85,6.88,1.21,1.47,391.8,17.7,0
52.32,4.84,7.28,2.93,1.5,464.7,21.9,0
12.93,2.29,7.13,1.37,1.64,466.2,16.4,1
47.34,5.19,6.82,3.03,1.51,452.9,22.1,0
40.66,3.87,7.34,1.68,1.44,465.4,16.1,0
43.98,3.49,6.92,2.34,1.33,443.9,21.8,0
43.55,5.4,7.64,0.48,1.41,562.9,20.5,0
38.45,5.58,7.31,1.88,1.25,519.0,20.9,0
50.08,4.28,6.88,1.32,1.47,446.7,15.2,0
38.19,5.77,7.42,1.01,1.73,450.9,18.2,0
53.43,5.41,7.09,0.53,2.16,446.9,14.8,0
48.45,5.35,7.4,1.12,1.96,489.2,19.5,0
41.39,4.39,6.99,0.2,1.73,469.0,20.3,0
50.81,4.42,7.28,0.27,2.01,417.0,26.0,0
39.56,4.69,7.27,0.7,1.16,324.1,18.2,0
45.09,7.19,6.41,3.93,1.52,415.6,13.7,1
42.8,4.67,7.59,1.22,2.3,517.7,10.5,0
41.05,4.98,6.89,2.68,1.88,533.2,19.2,0
47.79,4.61,7.2,0.63,1.24,480.8,24.4,0
48.78,5.13,7.21,1.77,1.78,440.4,22.6,0
42.66,4.31,6.79,2.18,1.94,516.0,21.9,0
54.3,4.32,7.53,2.15,1.05,441.0,24.1,0
45.45,3.88,6.75,1.97,1.14,411.3,22.3,0
36.52,4.35,7.22,3.25,1.29,391.4,16.5,0
46.8,4.8,7.38,0.71,1.43,470.0,17.3,0
36.59,5.27,6.72,1.81,1.4,395.3,16.2,0
38.27,4.56,7.62,0.26,0.95,408.9,9.8,0
52.47,4.89,7.91,0.5,1.11,476.4,14.1,0
37.63,5.15,6.8,2.38,1.41,481.0,21.3,0
46.03,5.02,7.27,2.01,1.73,424.7,16.2,0
40.13,4.56,6.79,0.84,0.92,517.4,15.5,0
48.12,4.37,7.24,1.53,1.3,466.5,19.2,0
46.82,4.33,7.46,0.38,1.5,418.2,8.0,0
49.74,11.7,7.54,1.67,1.34,421.3,17.3,1
46.84,3.58,6.8,2.35,1.18,455.5,16.1,0
41.01,3.93,7.24,2.74,1.55,420.8,18.0,0
41.95,4.33,7.12,3.08,1.92,457.8,22.9,0
38.99,4.54,7.12,2.54,1.35,386.7,19.8,0
40.95,3.97,7.21,2.25,1.63,472.3,17.4,0
44.71,4.73,7.15,0.56,1.53,361.8,12.2,0
44.04,12.38,7.24,0.75,1.37,430.5,18.1,1
12.75,2.44,6.93,0.1,1.16,513.8,20.2,1
44.25,4.25,7.3,0.52,1.43,480.2,20.0,0
34.05,4.29,7.12,0.1,1.6,424.6,16.3,0
42.53,4.16,6.69,0.65,1.38,497.9,17.1,0
44.36,4.61,7.71,0.12,1.38,464.8,16.4,0
51.39,4.63,6.98,2.96,2.07,416.6,22.1,0
40.61,9.69,7.53,0.84,1.63,472.3,20.0,1
51.53,3.74,7.49,0.84,1.68,420.9,29.0,0
44.51,3.65,7.55,1.38,1.28,406.9,19.5,0
43.33,4.05,7.16,2.33,1.94,390.1,12.6,0
47.21,3.77,7.31,0.73,1.53,446.5,13.0,0
9.12,2.26,7.07,0.57,2.24,420.9,17.3,1
46.74,4.02,7.31,3.26,1.16,383.4,24.7,0
45.98,4.24,6.94,0.1,1.77,487.2,18.2,0
40.51,3.75,7.05,2.74,1.51,402.2,15.1,0
46.34,4.79,7.09,0.17,1.67,417.1,25.6,0
42.29,4.38,7.48,0.33,1.53,422.6,26.1,0
10.67,3.14,7.2,8.34,1.02,401.2,18.3,1
42.02,4.86,7.05,2.12,1.53,560.9,20.1,0
50.22,5.08,7.51,1.76,1.56,478.4,15.2,0
41.2,4.86,7.53,12.41,1.16,485.6,16.6,0
39.89,4.63,8.92,18.68,0.24,506.9,21.3,1
43.61,3.79,7.15,0.28,2.03,451.8,17.7,0
37.36,11.62,7.23,2.24,1.43,482.4,17.9,1
42.54,4.17,7.64,2.43,1.67,486.2,16.4,0
42.77,4.53,7.17,0.23,1.28,441.9,23.4,0
8.89,8.26,7.08,1.7,1.37,509.0,15.1,1
44.45,4.43,7.16,3.04,1.74,417.3,15.5,0
51.25,4.53,7.32,0.97,1.44,497.0,24.1,0
41.61,4.13,7.44,0.68,0.99,421.2,21.5,0
50.11,4.66,6.96,1.04,1.48,400.4,18.5,0
49.12,4.73,7.51,2.32,1.27,493.4,14.7,0
49.25,3.78,6.94,1.31,1.64,411.9,16.5,0
9.39,2.1,7.37,1.81,1.17,464.3,20.0,1
45.47,5.35,7.45,3.56,1.54,488.5,21.8,0
41.76,3.64,7.87,0.38,1.93,419.8,21.7,0
47.81,3.53,7.09,13.32,0.31,538.3,14.5,1
41.85,3.92,6.98,1.18,1.57,381.2,14.2,0
48.76,4.34,6.55,2.48,1.55,532.7,22.5,0
49.54,5.51,6.87,0.15,2.2,481.7,18.2,0
47.12,4.27,6.93,1.56,1.63,480.8,19.0,0
45.02,5.12,7.28,3.68,1.51,460.0,21.3,0
37.15,4.3,7.74,1.03,1.14,397.2,8.9,0
48.51,4.01,7.06,2.39,1.51,405.2,20.9,0
38.03,4.9,7.14,2.58,1.87,365.9,14.6,0
42.77,4.76,7.26,0.65,1.63,378.6,18.0,0
47.09,4.84,6.95,0.54,1.7,427.6,17.5,0
41.54,4.26,7.61,2.14,1.23,494.1,22.1,0
40.28,3.97,7.46,1.03,1.3,522.2,14.9,0
51.63,4.49,7.79,2.72,1.01,459.5,18.2,0
44.55,3.86,7.12,2.96,1.93,497.4,16.8,0
18.39,2.22,7.3,1.24,1.77,480.2,17.2,1
48.9,4.68,7.52,0.36,1.2,457.5,14.0,0
45.59,5.15,6.98,1.09,1.59,430.0,27.1,0
41.64,5.27,7.63,0.65,1.5,545.4,19.8,0
40.74,4.6,6.92,2.1,1.95,515.5,16.2,0
55.52,4.02,7.09,1.78,1.59,451.9,18.0,0
47.21,4.28,7.18,0.6,1.4,434.6,13.8,0
41.52,4.03,6.9,1.39,1.41,448.5,14.0,0
45.76,4.0,7.38,0.2,1.68,502.0,17.9,0
41.75,3.58,7.5,1.39,1.51,479.5,17.5,0
46.98,4.61,7.17,4.03,1.42,473.6,18.5,0
36.61,3.92,6.56,5.65,1.14,483.8,19.4,0
45.85,4.72,7.08,0.8,1.09,473.5,13.7,0
39.74,5.28,6.7,0.89,1.69,463.3,19.1,0
38.42,4.01,7.29,0.45,1.95,528.8,15.5,0
44.89,3.6,7.31,3.55,1.83,494.7,27.6,0
45.38,3.99,7.38,0.86,1.73,530.4,16.0,0
38.73,4.57,7.11,0.66,1.78,542.9,20.0,0
52.75,4.84,6.79,1.42,1.34,530.0,12.9,0
4.0,7.08,6.86,1.35,1.54,465.5,17.9,1
5.82,6.83,7.25,2.28,1.56,467.4,20.9,1
39.3,5.0,7.55,0.69,1.61,418.8,17.2,0
46.12,4.62,7.32,1.29,1.72,442.6,13.6,0
47.85,4.7,7.7,1.02,1.17,376.1,23.1,0
47.85,3.83,8.1,12.96,0.15,393.8,19.5,1
38.63,5.04,7.63,2.71,0.9,472.2,19.7,0
50.11,4.71,7.36,2.43,1.41,536.4,20.5,0
45.17,3.32,7.23,5.29,1.46,518.0,19.9,0
44.91,4.6,6.9,0.96,1.38,333.7,21.0,0
45.68,3.18,7.02,2.08,1.29,596.1,14.0,0
39.68,4.55,6.78,0.58,0.99,442.2,21.8,0
13.36,2.02,7.24,1.09,1.43,512.6,16.4,1
44.93,4.63,8.15,6.01,1.05,529.5,18.3,0
44.46,4.17,7.08,1.39,1.88,435.0,20.9,0
38.38,4.44,7.23,0.29,1.38,375.8,20.0,0
46.34,4.72,7.39,0.27,1.53,405.0,18.8,0
46.09,4.38,7.87,2.8,1.24,434.5,19.0,0
40.31,4.3,7.0,1.67,1.27,393.4,19.7,0
54.71,4.23,7.66,0.1,1.54,431.7,18.7,0
43.91,4.58,7.79,0.33,1.46,462.9,22.0,0
44.05,4.47,7.14,0.12,1.63,439.7,20.1,0
41.96,3.89,7.16,2.76,1.12,362.7,16.1,0
39.34,4.55,7.3,3.54,1.27,463.5,14.9,0
43.4,4.95,7.02,0.5,1.52,501.5,20.2,0
50.47,4.34,6.99,1.6,1.39,472.8,17.2,0
55.07,4.55,6.86,1.99,1.3,401.3,18.5,0
46.42,4.23,7.17,0.64,1.61,409.6,15.2,0
17.61,2.99,7.19,1.15,1.53,459.7,19.3,1
49.05,3.89,6.89,1.44,1.52,452.3,18.4,0
49.58,4.58,6.88,0.82,0.86,389.6,20.2,0
50.2,3.91,6.82,1.6,1.62,481.8,18.9,0
45.47,4.86,7.1,0.61,1.78,470.5,15.4,0
39.05,5.03,7.29,1.53,1.1,445.3,16.8,0
18.16,2.2,7.53,0.72,1.86,488.2,18.0,1
48.42,4.17,7.35,1.38,1.61,473.3,17.4,0
45.47,3.52,7.23,1.03,1.76,465.7,15.9,0
36.78,5.5,7.02,0.9,1.24,430.3,21.6,0
43.93,4.26,7.47,3.36,1.22,500.9,24.1,0
42.53,5.44,6.94,2.39,1.71,454.2,19.6,0
50.66,5.01,6.88,0.46,1.35,445.9,14.2,0
50.28,4.47,6.93,0.84,1.41,410.3,21.2,0
43.5,4.41,7.37,2.88,1.59,441.7,16.3,0
42.22,4.33,6.77,0.1,1.35,418.5,14.5,0
41.59,5.16,6.84,4.31,1.29,520.2,11.0,0
43.83,4.38,7.66,2.92,1.27,444.5,24.4,0
7.96,8.2,7.22,0.71,1.92,399.0,15.9,1
41.14,4.65,7.18,1.34,1.39,506.6,14.6,0
49.27,4.01,7.39,2.47,2.0,460.1,9.5,0
43.37,3.72,7.14,0.1,1.63,394.7,21.4,0
43.0,5.03,7.47,4.55,1.6,374.8,15.7,0
56.19,4.76,7.04,2.64,2.09,538.5,27.1,0
50.79,4.12,7.96,0.17,1.51,554.2,22.1,0
42.27,3.99,7.58,0.31,2.33,404.8,21.0,0
39.73,3.98,7.52,0.84,1.14,516.6,16.9,0
46.89,4.73,7.82,1.35,1.74,411.9,16.4,0
40.41,4.16,7.47,1.67,1.8,356.5,17.1,0
51.01,3.73,7.22,0.63,1.57,376.4,14.9,0
46.02,7.93,7.05,1.32,1.59,510.7,13.2,1
37.68,4.12,7.71,1.2,1.24,442.3,22.5,0
46.8,3.91,7.36,0.2,1.65,497.3,21.1,0
49.41,5.15,7.2,2.3,1.61,453.1,14.8,0
42.49,4.13,7.24,0.1,1.13,438.5,11.4,0
16.96,1.38,7.35,2.29,1.16,315.5,10.3,1
53.58,4.29,6.27,1.38,1.43,430.9,15.7,0
56.82,4.94,7.12,0.1,1.39,342.6,17.6,0
38.82,4.68,6.95,1.42,1.15,466.9,19.5,0
46.76,4.87,7.32,1.09,1.52,515.3,13.0,0
37.04,5.04,7.3,0.1,1.57,389.3,18.9,0
42.03,5.63,7.27,4.22,2.01,390.9,16.5,0
41.89,2.87,7.06,0.81,1.35,537.9,20.9,0
39.84,5.14,6.73,0.1,1.95,419.6,14.7,0
33.68,3.72,7.19,1.42,1.97,424.3,20.9,0
42.48,4.95,7.41,0.77,1.08,415.5,23.7,0
43.97,4.7,6.99,0.1,1.44,526.9,20.1,0
41.68,4.2,7.26,0.62,1.33,455.8,24.1,0
50.06,4.41,7.4,0.62,1.46,524.7,21.4,0
45.92,4.31,7.22,0.44,1.84,504.7,20.4,0
48.62,4.85,7.91,0.1,1.06,424.4,16.9,0
40.01,3.62,7.2,0.1,1.22,454.6,12.9,0
2.29,9.58,6.9,1.84,1.65,432.9,15.3,1
46.83,4.03,7.06,2.32,1.66,389.3,15.0,0
50.9,4.3,7.13,0.5,1.47,480.3,17.5,0
45.16,5.16,6.66,1.06,1.41,537.9,15.8,0
45.22,3.53,7.35,2.84,1.29,460.4,23.0,0
38.59,4.63,6.85,2.27,1.16,499.1,17.1,0
19.35,1.51,7.14,1.11,0.99,446.1,22.9,1
39.93,4.48,7.25,2.11,1.44,499.9,19.9,0
44.61,3.99,6.89,0.9,1.39,371.6,16.2,0
39.55,5.18,7.38,2.15,1.34,378.8,14.5,0
48.29,5.08,6.78,0.12,1.08,534.8,15.2,0
41.29,5.5,7.02,0.48,1.66,366.8,18.5,0
42.31,4.9,7.4,1.06,1.82,467.3,13.3,0
39.95,4.15,7.45,0.19,1.39,453.2,24.4,0
51.36,4.98,7.66,0.87,1.1,449.6,27.6,0
40.7,4.75,6.79,1.29,1.59,314.6,17.8,0
42.41,4.39,7.62,0.1,1.59,472.5,18.8,0
49.2,4.25,7.38,0.1,1.79,381.2,23.3,0
48.75,4.08,6.93,0.25,1.82,453.3,23.1,0
39.23,4.33,7.03,0.7,1.47,385.5,14.8,0
42.44,4.71,6.99,1.92,1.56,408.7,14.2,0
45.42,4.33,6.99,0.75,1.34,518.1,18.1,0
41.86,5.09,7.28,0.91,1.51,389.2,19.4,0
54.88,4.17,7.38,1.13,0.99,407.0,14.3,0
53.88,4.69,7.19,0.95,1.31,445.7,19.7,0
41.37,4.42,7.19,0.23,1.61,501.8,19.1,0
45.2,4.73,7.47,2.63,1.52,431.3,18.5,0
52.21,4.07,7.19,0.53,1.67,429.9,24.1,0
43.42,4.91,7.34,1.45,1.86,502.3,22.5,0
45.27,4.27,7.24,1.02,1.76,488.7,16.6,0
55.61,3.93,7.36,2.73,1.41,372.5,12.6,0
18.61,1.39,7.62,0.1,1.98,367.1,16.2,1
46.3,5.38,7.23,0.4,1.87,508.3,17.2,0
38.88,4.11,7.32,1.29,1.59,566.2,14.3,0
47.85,4.66,7.41,1.6,0.99,422.4,17.7,0
45.87,4.79,6.85,0.88,1.45,481.1,15.7,0
40.63,4.51,7.0,1.17,1.39,441.8,17.3,0
52.94,5.25,7.5,0.89,1.31,442.0,23.3,0
22.91,2.11,7.46,1.1,1.62,401.8,15.3,1
42.5,4.69,7.14,1.43,1.39,538.5,24.0,0
37.88,4.54,7.39,1.21,0.97,445.7,20.3,0
42.99,4.27,7.47,1.94,0.98,392.2,25.0,0
55.07,4.6,6.74,0.34,1.53,469.6,13.9,0
9.68,1.79,7.3,0.17,1.33,408.7,20.6,1
50.45,5.07,7.7,1.24,1.98,368.0,13.5,0
50.25,4.47,7.31,0.1,1.6,475.7,16.1,0
53.61,4.23,7.12,0.74,1.28,468.5,12.9,0
44.86,3.53,5.54,17.37,0.42,475.8,21.8,1
3.59,9.67,7.56,1.92,1.74,493.6,7.6,1
48.72,4.35,7.1,1.68,1.78,437.6,20.3,0
39.93,3.86,7.31,0.83,2.2,445.4,21.6,0
36.36,2.82,7.04,0.87,2.0,540.9,24.5,0
53.37,4.47,6.84,2.14,2.13,413.8,20.0,0
46.72,4.69,7.89,0.11,1.09,464.7,12.5,0
47.2,5.0,7.37,1.98,1.6,382.2,12.7,0
40.47,4.74,7.59,0.1,1.32,445.1,25.1,0
37.89,4.47,7.53,0.1,1.67,465.5,17.9,0
43.22,3.8,7.69,4.96,1.21,562.1,12.1,0
48.92,4.63,7.23,0.85,2.09,490.8,20.7,0
48.45,4.31,7.09,0.31,1.32,376.3,22.0,0
54.82,4.43,6.87,0.86,1.77,465.4,24.7,0
46.65,3.96,7.4,2.16,1.39,436.6,18.9,0
41.97,5.3,7.35,2.22,1.66,457.5,11.6,0
39.21,4.4,7.23,0.72,1.31,425.2,17.9,0
6.22,7.83,7.37,3.91,1.66,468.3,10.1,1
44.29,5.02,7.29,0.45,1.53,498.7,12.4,0
3.91,8.88,7.03,1.03,2.2,504.5,24.1,1
51.77,4.46,7.25,0.18,1.99,486.7,31.2,0
50.54,4.65,5.69,27.7,0.41,325.1,19.3,1
43.57,5.58,7.37,0.65,1.78,437.5,16.2,0
49.23,4.37,6.85,3.92,1.09,453.6,17.8,0
40.9,3.78,7.2,0.14,1.15,463.6,19.3,0
46.51,4.01,8.16,1.49,2.22,504.5,20.5,0
55.96,4.78,7.1,0.34,1.86,521.7,18.0,0
45.36,3.82,7.29,0.44,1.51,529.8,20.4,0
37.6,4.34,6.98,0.72,1.08,449.0,21.2,0
46.68,4.44,7.26,0.22,1.13,433.2,23.9,0
37.14,4.53,7.27,1.21,1.37,475.9,17.5,0
45.75,4.69,7.51,1.49,1.69,416.5,19.3,0
56.01,4.83,7.01,3.52,1.5,500.8,24.3,0
19.13,2.78,7.39,4.81,1.24,411.2,18.0,1
47.08,5.33,6.99,0.85,1.15,476.8,8.3,0
38.25,5.63,7.24,0.76,1.46,424.3,20.0,0
43.84,4.79,6.98,1.49,1.35,457.0,15.8,0
43.25,4.76,7.44,6.96,1.34,489.2,21.8,0
43.9,4.3,7.17,5.55,1.38,467.9,14.9,0
45.78,5.41,6.89,2.18,1.61,452.9,9.8,0
44.17,4.66,7.27,0.73,1.44,432.3,29.2,0
40.45,4.45,6.97,0.1,1.54,479.9,17.9,0
46.96,4.46,7.18,0.91,1.31,582.8,21.8,0
40.84,4.29,7.18,0.63,1.99,448.1,20.8,0
48.62,4.74,7.05,3.76,1.81,483.1,26.6,0
47.5,4.74,7.4,0.61,1.0,493.5,18.4,0
53.61,5.12,7.14,1.02,1.52,436.0,21.1,0
42.86,4.98,7.76,1.2,1.52,446.7,20.2,0
49.93,5.64,7.08,2.86,1.41,465.3,16.5,0
47.69,4.37,7.32,0.1,1.16,479.0,20.2,0
15.83,2.48,7.45,1.94,1.62,507.6,21.3,1
45.07,4.29,7.38,1.14,1.36,495.2,11.3,0
48.84,4.37,7.35,1.06,1.46,513.8,16.8,0
36.38,4.61,6.79,3.43,1.05,392.3,22.9,0
49.67,4.62,7.42,0.44,1.53,522.2,17.9,0
37.08,4.73,6.95,0.79,2.1,382.6,22.7,0
48.4,3.92,6.82,0.1,1.42,476.8,22.6,0
45.78,4.68,6.57,0.96,1.51,454.8,23.6,0
41.44,3.84,7.36,1.71,2.07,416.4,15.9,0
8.61,1.62,7.02,2.5,1.71,541.1,16.3,1
47.95,3.11,6.99,0.82,1.53,429.8,18.9,0
48.4,4.36,7.06,1.34,1.73,450.7,20.8,0
40.5,4.69,7.16,2.75,1.16,467.6,13.0,0
44.15,4.92,7.0,0.52,1.81,417.2,11.5,0
41.92,5.1,7.29,0.82,1.31,425.6,12.8,0
44.97,5.0,7.42,0.23,1.06,489.6,11.7,0
40.97,4.4,7.89,0.16,1.56,427.4,19.3,0
51.27,4.35,8.89,18.89,0.41,530.1,14.3,1
48.29,4.46,7.08,2.6,1.84,510.0,12.6,0
43.8,4.3,7.05,0.34,1.13,479.7,20.8,0
36.77,4.73,6.86,0.69,1.66,392.5,18.0,0
37.88,4.54,6.83,1.83,1.58,517.2,23.1,0
46.7,4.3,7.4,0.28,1.71,399.4,15.5,0
55.01,4.28,6.92,2.2,1.16,442.6,17.3,0
39.36,4.53,7.68,0.12,1.49,436.9,18.5,0
52.64,8.74,7.64,1.21,1.76,458.7,20.6,1
42.02,4.67,7.49,0.1,1.35,377.2,21.5,0
43.31,4.97,6.57,3.65,1.42,390.8,25.6,0
45.66,3.76,7.16,4.18,1.62,468.4,17.2,0
45.86,4.78,7.13,1.21,1.65,441.9,19.1,0
50.3,5.79,7.84,0.32,1.2,456.8,17.8,0
34.49,3.98,6.8,0.65,0.99,470.3,18.6,0
52.91,4.14,7.35,2.12,0.88,460.1,19.2,0
52.11,4.48,6.52,1.21,1.54,492.1,15.7,0
41.61,5.37,6.98,4.31,1.75,376.9,19.4,0
44.78,4.36,7.4,1.09,1.81,504.0,21.1,0
52.02,4.26,7.09,0.1,1.57,497.8,16.6,0
44.9,3.88,6.95,0.11,1.74,484.1,21.7,0
39.18,4.49,7.34,0.1,1.77,461.3,18.2,0
43.42,4.72,7.14,0.23,1.47,544.3,11.9,0
50.57,3.65,6.98,2.43,0.95,462.7,22.8,0
42.08,4.39,7.07,1.44,1.74,425.3,21.7,0
34.29,4.05,7.06,1.08,1.22,477.8,24.3,0
48.42,5.54,7.32,1.95,1.29,543.9,18.6,0
44.94,3.8,7.11,1.81,1.54,424.3,21.2,0
46.33,5.55,7.27,1.54,1.54,440.3,17.6,0
51.46,4.69,6.91,0.37,1.39,411.1,20.1,0
39.9,4.19,7.36,1.32,1.21,412.0,23.1,0
45.21,4.45,6.64,5.91,1.31,485.7,13.5,0
47.37,4.1,6.93,1.6,1.67,440.4,27.9,0
50.46,4.92,7.51,0.58,1.37,461.3,17.1,0
52.97,4.23,7.05,1.08,1.78,364.0,22.6,0
44.21,4.99,6.91,1.16,1.73,495.2,21.1,0
37.79,4.58,7.2,0.6,1.79,407.1,22.4,0
51.64,4.7,7.22,1.06,1.61,451.8,16.1,0
43.17,4.03,6.9,2.21,1.53,432.7,17.5,0
42.34,5.77,7.41,0.85,1.48,430.3,13.8,0
41.09,3.71,7.34,0.33,1.75,492.5,17.2,0
40.8,3.57,6.83,0.26,1.66,405.2,19.4,0
45.05,3.59,7.44,2.03,1.98,403.2,21.0,0
43.81,4.83,7.64,0.1,1.52,377.8,26.0,0
39.49,5.08,7.34,1.39,1.64,334.9,15.7,0
47.78,5.67,6.93,0.48,0.82,444.7,21.8,0
40.66,4.62,7.41,0.15,1.74,456.5,22.3,0
40.49,4.43,7.98,1.52,1.98,501.9,20.5,0
49.23,4.05,7.57,3.23,1.86,464.1,17.1,0
40.04,4.67,7.56,2.15,1.06,514.2,20.1,0
38.77,4.2,7.54,27.82,0.41,406.3,21.8,1
46.18,3.65,7.17,0.41,1.09,487.6,12.0,0
3.21,8.52,7.28,1.54,1.9,527.5,18.1,1
52.23,3.87,7.06,4.21,1.78,426.7,9.9,0
50.5,4.3,7.28,5.09,1.98,491.7,16.9,0
12.57,2.7,7.58,0.1,1.54,439.9,21.5,1
50.18,4.67,7.47,0.1,1.74,384.7,17.8,0
44.06,4.96,7.37,0.1,1.33,582.9,13.3,0
37.69,4.29,7.59,2.2,2.01,506.3,15.9,0
37.57,4.99,6.92,0.67,1.11,436.9,18.3,0
47.83,4.3,7.06,0.15,1.36,418.0,20.4,0
38.38,4.98,6.75,0.6,1.41,511.9,15.1,0
47.01,5.2,7.59,0.1,1.96,369.1,12.4,0
40.47,5.62,7.04,3.66,0.95,419.5,18.7,0
50.27,4.86,7.56,0.72,1.39,563.7,22.3,0
47.41,4.49,7.26,0.79,1.3,492.5,18.2,0
51.65,4.42,7.76,2.5,1.68,521.3,17.7,0
46.76,3.93,7.1,6.6,1.42,449.9,15.2,0
48.93,3.73,6.92,1.77,1.47,438.5,14.6,0
52.26,5.08,7.32,0.1,1.51,417.7,19.6,0
34.58,4.06,7.72,2.47,1.33,397.5,22.0,0
41.1,5.24,7.2,0.8,1.37,451.7,19.9,0
54.14,4.52,7.01,1.32,1.51,492.6,14.6,0
51.73,4.43,7.82,3.97,1.47,361.3,23.8,0
48.49,3.52,6.24,23.93,0.49,545.6,17.3,1
42.71,4.38,7.33,4.34,0.96,452.3,21.1,0
42.44,8.9,7.45,2.47,1.43,349.7,19.2,1
50.05,3.58,7.13,1.22,1.64,404.1,23.0,0
41.91,4.22,6.81,0.42,1.27,366.5,18.4,0
39.48,4.68,7.58,0.19,1.31,506.6,18.0,0
46.94,4.68,7.22,0.37,1.23,425.4,25.0,0
47.77,4.5,7.09,1.91,1.4,428.0,17.7,0
46.13,4.06,7.0,1.54,1.57,372.9,19.2,0
47.96,4.45,7.23,1.64,1.74,402.2,25.6,0
50.82,4.99,6.87,1.25,1.34,483.3,14.6,0
38.74,4.94,7.24,6.97,1.25,519.6,24.1,0
32.83,5.28,7.09,3.44,1.78,522.4,12.1,0
40.41,4.33,7.09,1.17,1.36,503.1,16.1,0
47.4,4.43,7.27,1.79,0.77,458.1,20.3,0
4.92,8.87,7.46,1.69,1.15,424.6,22.5,1
51.63,4.77,7.0,0.62,1.74,358.3,18.7,0
43.86,4.24,7.32,0.26,1.3,424.2,25.0,0
50.81,3.68,7.04,3.09,1.78,422.0,10.6,0
44.13,5.64,7.32,1.85,1.6,456.3,18.3,0
43.28,4.01,6.87,1.24,1.37,433.0,19.4,0
50.38,4.64,7.27,2.12,1.98,504.8,16.9,0
46.71,4.35,7.27,3.56,1.37,460.9,14.0,0
43.14,4.14,7.36,4.36,1.94,410.0,23.1,0
44.46,3.76,6.93,7.5,1.65,395.4,23.5,0
47.7,4.22,9.12,18.16,0.63,491.0,11.8,1
45.8,4.36,6.84,0.1,1.41,356.6,18.4,0
45.23,4.98,7.29,2.05,1.39,493.5,16.5,0
48.72,4.32,7.38,8.55,1.17,494.5,17.2,0
41.62,4.4,7.32,0.37,1.4,408.1,20.3,0
48.59,3.33,7.18,0.66,1.37,480.2,17.1,0
44.38,4.78,7.44,9.2,1.33,472.0,13.9,0
51.11,3.72,6.87,0.12,1.51,566.5,16.3,0
51.22,4.52,6.74,2.15,1.47,451.7,17.5,0
46.82,5.03,7.11,0.56,1.98,483.4,8.7,0
38.08,3.73,6.69,0.8,1.42,482.2,12.2,0
44.51,4.76,7.54,5.14,1.31,450.9,16.7,0
62.43,3.98,7.48,0.82,1.64,477.9,19.8,0
45.2,3.9,7.26,1.41,1.52,448.2,14.5,0
46.57,4.16,6.79,2.58,2.06,395.7,24.2,0
44.98,5.3,6.31,12.32,0.23,431.2,12.5,1
44.53,4.38,6.82,1.65,1.23,488.8,13.1,0
45.97,4.67,7.07,0.1,1.19,538.3,14.5,0
47.9,4.74,7.4,0.99,1.68,376.8,23.8,0
45.59,4.82,7.25,4.21,1.55,405.6,14.7,0
44.19,4.03,7.25,1.85,1.56,327.1,15.8,0
42.9,4.95,7.59,0.72,1.26,493.0,20.7,0
48.72,4.72,7.44,2.08,1.64,437.6,14.4,0
33.58,5.16,7.19,0.18,1.31,409.8,13.1,0
45.51,4.93,7.36,0.57,1.8,453.3,14.1,0
46.31,4.31,6.6,1.28,1.44,476.3,15.4,0
48.77,4.72,7.09,5.75,0.86,468.0,13.6,0
37.65,3.51,7.4,1.09,1.87,568.6,22.4,0
29.98,4.77,7.7,3.26,1.65,463.1,21.9,0
44.7,5.08,7.13,0.95,1.58,429.0,16.3,0
48.07,4.55,7.36,0.83,1.42,416.2,20.7,0
45.37,4.28,7.7,1.06,1.59,426.6,17.6,0
45.9,4.9,7.29,0.33,1.89,518.2,26.3,0
39.02,4.43,6.88,0.45,1.6,371.2,22.6,0
40.68,4.02,7.55,3.18,1.65,425.2,16.4,0
40.66,3.81,7.01,1.19,1.95,514.3,15.2,0
43.08,4.87,7.26,2.98,1.78,480.1,19.6,0
43.52,4.89,7.64,0.14,1.62,429.7,23.3,0
40.26,4.28,7.06,0.1,1.31,499.7,18.0,0
46.77,4.02,6.85,0.1,2.13,456.7,10.7,0
46.04,4.97,6.98,0.11,1.49,406.6,18.3,0
40.61,4.23,7.57,0.82,1.43,470.2,10.3,0
35.38,4.92,8.81,20.84,0.23,391.3,22.4,1
42.84,4.02,7.09,0.3,0.99,496.6,25.8,0
43.39,3.63,6.85,2.2,1.88,460.2,22.5,0
45.36,3.26,6.87,0.77,1.7,497.7,14.7,0
47.32,4.23,9.07,21.28,0.22,452.6,20.6,1
44.64,5.26,7.23,4.04,1.34,403.4,16.5,0
42.5,4.05,6.99,0.73,1.63,450.7,23.4,0
54.98,3.89,6.79,0.88,1.38,416.2,20.9,0
40.12,4.09,7.06,1.21,1.45,432.5,19.9,0
36.83,4.14,6.77,2.86,1.68,407.4,23.0,0
2.72,9.28,7.54,0.1,0.93,442.3,17.5,1
