UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7274,L7274,L,298.9,310.3,1134,37.2,122,0,0,0,0,0,0
7275,L7275,L,299.4,310.9,1776,21.9,93,0,0,0,0,0,0
7276,M7276,M,302.1,312.8,1255,43.7,187,0,0,0,0,0,0
7277,L7277,L,295.9,305.9,1745,27.3,43,0,0,0,0,0,0
7278,M7278,M,299.8,309.6,1454,59.0,30,0,0,0,0,0,0
7279,L7279,L,297.6,305.9,1462,36.2,60,0,0,0,0,0,0
7280,L7280,L,299.7,308.8,1420,44.9,36,0,0,0,0,0,0
7281,L7281,L,300.3,309.6,1439,47.5,110,0,0,0,0,0,0
7282,M7282,M,294.5,303.5,1393,45.2,45,0,0,0,0,0,0
7283,L7283,L,302.2,312.4,1399,36.4,6,0,0,0,0,0,0
7284,L7284,L,303.3,312.8,1584,21.6,12,0,0,0,0,0,0
7285,H7285,H,299.3,310.0,1378,48.3,63,0,0,0,0,0,0
7286,L7286,L,300.2,311.5,1421,46.5,192,0,0,0,0,0,0
7287,L7287,L,303.1,312.5,1394,25.2,139,0,0,0,0,0,0
7288,L7288,L,299.7,312.0,1276,44.6,172,0,0,0,0,0,0
7289,M7289,M,300.3,310.9,1548,34.1,17,0,0,0,0,0,0
7290,L7290,L,304.1,314.1,1627,40.2,29,0,0,0,0,0,0
7291,M7291,M,298.0,307.6,1294,56.3,63,0,0,0,0,0,0
7292,M7292,M,298.4,310.0,1508,51.6,237,1,1,0,0,1,0
7293,L7293,L,300.3,310.6,1925,37.2,37,0,0,0,0,0,0
7294,H7294,H,300.8,309.5,1500,52.8,71,0,0,0,0,0,0
7295,M7295,M,303.4,313.7,1600,51.4,28,0,0,0,0,0,0
7296,L7296,L,297.4,307.7,1473,48.7,70,0,0,0,0,0,0
7297,M7297,M,302.3,312.5,1571,44.3,39,0,0,0,0,0,0
7298,H7298,H,304.1,313.9,1798,31.4,193,0,0,0,0,0,0
7299,L7299,L,295.6,304.6,1402,44.3,170,0,0,0,0,0,0
7300,L7300,L,300.9,310.3,1406,38.8,60,0,0,0,0,0,0
7301,L7301,L,299.5,309.8,1907,33.8,211,1,1,0,0,0,0
7302,L7302,L,299.4,307.4,1457,30.4,204,0,0,0,0,0,0
7303,L7303,L,301.5,312.4,1940,41.4,185,0,0,0,0,0,0
7304,L7304,L,297.4,307.2,1786,28.2,184,0,0,0,0,0,0
7305,L7305,L,299.9,309.3,1696,43.9,123,0,0,0,0,0,0
7306,L7306,L,303.7,313.1,1675,39.1,230,0,0,0,0,0,0
7307,L7307,L,299.1,309.1,1560,46.8,142,0,0,0,0,0,0
7308,L7308,L,299.8,309.5,1651,31.3,41,0,0,0,0,0,0
7309,L7309,L,300.4,310.2,1760,37.4,35,0,0,0,0,0,0
7310,M7310,M,299.6,309.1,1474,44.2,72,0,0,0,0,0,0
7311,M7311,M,295.0,305.7,1385,56.1,204,1,1,0,0,0,0
7312,L7312,L,300.4,310.0,1663,31.1,154,0,0,0,0,0,0
7313,L7313,L,298.1,308.3,1420,25.8,183,0,0,0,0,0,0
7314,L7314,L,300.3,311.3,1631,25.3,128,0,0,0,0,0,0
7315,M7315,M,302.1,311.7,1714,28.4,115,0,0,0,0,0,0
7316,L7316,L,301.1,311.9,1683,39.1,220,0,0,0,0,0,0
7317,M7317,M,298.1,306.5,2044,52.3,158,1,0,0,1,0,0
7318,L7318,L,297.7,306.0,1568,44.8,120,0,0,0,0,0,0
7319,L7319,L,300.1,309.0,1724,43.5,85,0,0,0,0,0,0
7320,L7320,L,301.9,312.3,1520,39.2,137,0,0,0,0,0,0
7321,L7321,L,304.3,314.5,1661,37.2,55,0,0,0,0,0,0
7322,L7322,L,298.3,306.3,1361,47.5,181,1,0,1,0,0,0
7323,L7323,L,300.5,311.2,1712,36.0,189,0,0,0,0,0,0
7324,L7324,L,300.5,310.8,1412,32.3,104,0,0,0,0,0,0
7325,L7325,L,298.7,308.4,1538,26.8,166,0,0,0,0,0,0
7326,L7326,L,297.4,307.8,1733,45.8,214,1,1,0,0,0,0
7327,L7327,L,298.5,310.4,1231,42.8,77,0,0,0,0,0,0
7328,L7328,L,300.0,309.4,1395,35.3,188,0,0,0,0,0,0
7329,H7329,H,299.6,308.3,1565,41.6,8,0,0,0,0,0,0
7330,M7330,M,301.8,313.0,1766,29.5,132,0,0,0,0,0,0
7331,L7331,L,296.6,304.4,1990,49.6,34,1,0,0,1,0,0
7332,L7332,L,299.4,309.7,1509,54.3,36,0,0,0,0,0,0
7333,L7333,L,299.4,309.6,1751,26.9,140,0,0,0,0,0,0
7334,L7334,L,297.9,307.2,1653,32.2,227,0,0,0,0,0,0
7335,L7335,L,300.2,310.8,1787,46.1,93,0,0,0,0,0,0
7336,H7336,H,298.6,307.5,1570,23.2,159,0,0,0,0,0,0
7337,M7337,M,296.8,308.0,1201,26.0,135,1,0,0,1,0,0
7338,M7338,M,301.1,310.0,1379,29.0,44,0,0,0,0,0,0
7339,M7339,M,299.1,309.5,1101,37.7,112,0,0,0,0,0,0
7340,L7340,L,298.5,307.4,1407,50.7,33,0,0,0,0,0,0
7341,M7341,M,299.1,309.7,1786,48.4,2,1,0,0,1,0,0
7342,L7342,L,299.0,308.6,1572,37.4,129,0,0,0,0,0,0
7343,L7343,L,297.5,307.5,1643,20.2,60,1,0,0,1,0,0
7344,M7344,M,301.5,312.4,1483,19.5,177,1,0,0,1,0,0
7345,L7345,L,301.8,312.4,1590,36.9,168,0,0,0,0,0,0
7346,M7346,M,299.5,310.9,1456,42.5,209,1,1,0,0,0,0
7347,L7347,L,298.7,309.2,1534,41.9,205,1,1,0,0,0,0
7348,H7348,H,301.4,310.7,1464,45.6,145,0,0,0,0,0,0
7349,L7349,L,299.2,307.4,1634,26.7,3,0,0,0,0,0,0
7350,M7350,M,296.6,307.0,1518,61.9,151,1,0,0,1,0,0
7351,L7351,L,298.8,309.1,1813,31.2,188,0,0,0,0,0,0
7352,H7352,H,304.3,313.5,1964,49.9,224,1,1,0,1,0,0
7353,H7353,H,298.1,309.8,1644,43.9,87,0,0,0,0,0,0
7354,M7354,M,303.2,312.1,1799,44.0,133,0,0,0,0,0,0
7355,L7355,L,300.8,311.9,1759,34.5,132,0,0,0,0,0,0
7356,L7356,L,298.1,308.1,1680,30.0,173,0,0,0,0,0,0
7357,L7357,L,300.9,311.8,1898,57.8,40,1,0,0,1,0,0
7358,L7358,L,302.1,310.3,1623,49.7,199,0,0,0,0,0,0
7359,L7359,L,297.8,307.3,1715,51.8,165,1,0,0,1,0,0
7360,H7360,H,299.4,311.4,1565,37.4,162,0,0,0,0,0,0
7361,L7361,L,298.8,309.1,1478,65.3,104,1,0,0,1,0,0
7362,M7362,M,299.5,309.0,1455,48.1,126,0,0,0,0,0,0
7363,M7363,M,302.8,311.0,1972,39.3,150,0,0,0,0,0,0
7364,H7364,H,296.0,307.1,1433,39.7,186,0,0,0,0,0,0
7365,M7365,M,300.1,309.2,1676,38.5,174,0,0,0,0,0,0
7366,L7366,L,299.3,308.3,1556,29.5,193,0,0,0,0,0,0
7367,L7367,L,299.8,307.0,1230,39.1,107,1,0,1,0,0,0
7368,H7368,H,298.8,309.0,1682,34.7,193,0,0,0,0,0,0
7369,L7369,L,299.0,308.9,1513,42.6,127,0,0,0,0,0,0
7370,M7370,M,299.9,310.8,1533,44.3,170,0,0,0,0,0,0
7371,M7371,M,301.3,311.7,1559,30.1,208,1,1,0,0,0,0
7372,L7372,L,301.5,312.6,1530,48.7,101,0,0,0,0,0,0
7373,L7373,L,300.6,309.0,1603,39.6,44,0,0,0,0,0,0
7374,M7374,M,299.3,310.0,1618,45.7,218,0,0,0,0,0,0
7375,L7375,L,297.1,308.4,1490,39.8,106,0,0,0,0,0,0
7376,L7376,L,302.6,312.7,1594,40.0,130,0,0,0,0,0,0
7377,L7377,L,297.5,309.4,1527,34.5,144,0,0,0,0,0,0
7378,M7378,M,295.8,305.6,1467,25.9,96,0,0,0,0,0,0
7379,L7379,L,302.7,311.1,1483,38.4,59,0,0,0,0,0,0
7380,M7380,M,304.9,313.1,1671,41.8,219,0,0,0,0,0,0
7381,M7381,M,301.3,309.3,1479,47.5,178,0,0,0,0,0,0
7382,L7382,L,298.3,308.8,1382,53.0,88,0,0,0,0,0,0
7383,L7383,L,301.5,312.1,1510,46.0,65,0,0,0,0,0,0
7384,M7384,M,300.3,310.2,1471,56.1,3,0,0,0,0,0,0
7385,L7385,L,301.9,311.5,1566,36.3,21,0,0,0,0,0,0
7386,L7386,L,300.6,311.3,1670,32.5,106,0,0,0,0,0,0
7387,L7387,L,299.0,310.2,1463,41.6,204,0,0,0,0,0,0
7388,L7388,L,299.1,310.2,1406,37.8,218,1,1,0,0,0,0
7389,L7389,L,298.9,310.1,1304,28.6,152,0,0,0,0,0,0
7390,L7390,L,303.5,314.1,1634,39.2,15,0,0,0,0,0,0
7391,L7391,L,297.8,308.6,1728,36.1,107,0,0,0,0,0,0
7392,H7392,H,301.0,310.2,1505,55.1,210,0,0,0,0,0,0
7393,H7393,H,299.3,310.3,1739,45.2,16,0,0,0,0,0,0
7394,L7394,L,299.1,309.4,1340,48.8,16,0,0,0,0,0,0
7395,L7395,L,300.3,310.0,1594,37.1,204,0,0,0,0,0,0
7396,L7396,L,301.4,311.0,1226,43.2,145,0,0,0,0,0,0
7397,L7397,L,302.1,313.2,1465,36.1,101,0,0,0,0,0,0
7398,H7398,H,297.5,307.1,1650,48.6,177,0,0,0,0,0,0
7399,L7399,L,300.6,312.3,1659,50.0,101,0,0,0,0,0,0
7400,L7400,L,299.0,311.2,1721,47.8,15,0,0,0,0,0,0
7401,M7401,M,302.9,313.4,1238,23.3,144,1,0,0,1,0,0
7402,M7402,M,298.2,308.5,1520,41.8,43,0,0,0,0,0,0
7403,M7403,M,301.5,310.3,1613,36.1,184,0,0,0,0,0,0
7404,L7404,L,296.4,306.7,1361,25.3,11,0,0,0,0,0,0
7405,L7405,L,300.7,311.3,1443,47.8,10,0,0,0,0,0,0
7406,L7406,L,301.6,311.9,1284,27.2,72,0,0,0,0,0,0
7407,L7407,L,299.6,310.3,1460,38.3,48,0,0,0,0,0,0
7408,L7408,L,302.5,314.2,1528,41.9,41,0,0,0,0,0,0
7409,L7409,L,301.6,312.1,1863,42.3,66,0,0,0,0,0,0
7410,L7410,L,302.0,310.5,1538,39.3,9,0,0,0,0,0,0
7411,M7411,M,301.2,310.4,1304,39.2,13,0,0,0,0,0,0
7412,L7412,L,298.3,308.5,1411,19.5,16,1,0,0,1,0,0
7413,M7413,M,298.4,308.1,1628,30.5,48,0,0,0,0,0,0
7414,M7414,M,301.2,310.3,1669,30.5,169,0,0,0,0,0,0
7415,M7415,M,303.0,312.6,1090,32.7,191,0,0,0,0,0,0
7416,L7416,L,299.1,308.3,1629,28.8,148,0,0,0,0,0,0
7417,L7417,L,300.3,310.5,1711,36.4,217,0,0,0,0,0,0
7418,M7418,M,300.3,311.8,1887,26.4,24,0,0,0,0,0,0
7419,L7419,L,295.0,304.9,1416,26.3,5,0,0,0,0,0,0
7420,L7420,L,299.0,308.7,1879,41.6,113,0,0,0,0,0,0
7421,L7421,L,301.2,310.8,1422,57.0,70,0,0,0,0,0,0
7422,M7422,M,303.0,312.7,1868,38.4,198,0,0,0,0,0,0
7423,M7423,M,299.1,307.4,1392,52.8,177,0,0,0,0,0,0
7424,H7424,H,300.1,309.7,1521,32.8,200,0,0,0,0,0,0
7425,M7425,M,295.5,305.5,1526,41.5,71,0,0,0,0,0,0
7426,M7426,M,297.6,309.0,1731,33.4,171,0,0,0,0,0,0
7427,L7427,L,298.6,307.8,1579,51.4,210,0,0,0,0,0,0
7428,L7428,L,297.9,305.8,1565,41.8,217,1,1,0,0,0,0
7429,L7429,L,300.0,309.1,1590,30.4,30,0,0,0,0,0,0
7430,L7430,L,297.9,308.9,1359,50.0,169,0,0,0,0,0,0
7431,L7431,L,300.0,308.8,1255,40.5,93,0,0,0,0,0,0
7432,L7432,L,300.3,308.8,1827,29.5,105,0,0,0,0,0,0
7433,M7433,M,299.2,309.5,1424,41.1,218,0,0,0,0,0,0
7434,L7434,L,301.2,310.4,1225,49.3,192,0,0,0,0,0,0
7435,H7435,H,296.3,305.8,1540,33.8,124,0,0,0,0,0,0
7436,M7436,M,301.5,311.8,1837,38.5,211,1,1,0,0,0,0
7437,L7437,L,299.6,309.1,1566,25.2,59,0,0,0,0,0,0
7438,L7438,L,300.5,311.4,1384,39.4,232,0,0,0,0,0,0
7439,H7439,H,299.5,311.1,1530,31.1,235,1,1,0,0,0,0
7440,L7440,L,300.0,309.7,1624,21.6,22,0,0,0,0,0,0
7441,M7441,M,302.8,312.1,1682,49.8,4,0,0,0,0,0,0
7442,L7442,L,298.0,307.5,1517,21.2,34,1,0,0,1,0,0
7443,M7443,M,301.9,311.3,1768,39.9,190,0,0,0,0,0,0
7444,M7444,M,298.5,306.2,1600,41.2,15,0,0,0,0,0,0
7445,M7445,M,299.8,309.8,1241,50.8,41,0,0,0,0,0,0
7446,M7446,M,298.3,307.7,1626,37.3,81,0,0,0,0,0,0
7447,L7447,L,297.1,306.8,1560,22.7,149,0,0,0,0,0,0
7448,L7448,L,300.3,310.3,1630,39.4,138,0,0,0,0,0,0
7449,L7449,L,302.5,312.9,1560,38.8,189,0,0,0,0,0,0
7450,L7450,L,301.8,312.2,1562,37.3,181,0,0,0,0,0,0
7451,L7451,L,304.3,312.6,1530,28.2,187,0,0,0,0,0,0
7452,L7452,L,299.7,310.5,1683,47.9,207,1,1,0,0,0,0
7453,M7453,M,299.3,310.2,1732,39.5,133,0,0,0,0,0,0
7454,L7454,L,298.0,307.6,1450,37.7,5,0,0,0,0,0,0
7455,H7455,H,300.8,310.2,1484,44.9,108,0,0,0,0,0,0
7456,H7456,H,299.4,309.3,1788,39.0,217,0,0,0,0,0,0
7457,L7457,L,301.4,312.0,1557,39.0,103,0,0,0,0,0,0
7458,L7458,L,298.1,308.1,1705,54.8,221,1,1,0,1,1,0
7459,M7459,M,300.7,311.5,1526,38.1,81,0,0,0,0,0,0
7460,M7460,M,298.7,307.8,1659,43.7,185,0,0,0,0,0,0
7461,L7461,L,299.4,310.3,1555,54.1,45,0,0,0,0,0,0
7462,L7462,L,302.1,312.1,1690,25.0,35,0,0,0,0,0,0
7463,M7463,M,304.2,313.1,1623,25.2,11,0,0,0,0,0,0
7464,M7464,M,302.3,312.7,1501,45.4,166,0,0,0,0,0,0
7465,L7465,L,300.8,312.7,1673,56.6,172,1,0,0,1,0,0
7466,L7466,L,297.7,308.7,1547,44.1,13,0,0,0,0,0,0
7467,M7467,M,300.9,311.4,1142,48.6,23,0,0,0,0,0,0
7468,L7468,L,299.6,308.5,1611,48.1,108,0,0,0,0,0,0
7469,L7469,L,302.7,312.8,1467,37.5,177,0,0,0,0,0,0
7470,L7470,L,300.1,309.7,1372,31.9,153,0,0,0,0,0,0
7471,M7471,M,300.9,310.8,1292,49.3,91,0,0,0,0,0,0
7472,L7472,L,299.2,308.9,1574,33.7,97,0,0,0,0,0,0
7473,M7473,M,297.5,307.7,1178,40.4,38,0,0,0,0,0,0
7474,L7474,L,300.1,310.7,2043,34.7,56,0,0,0,0,0,0
7475,L7475,L,300.4,308.1,1359,38.5,26,1,0,1,0,0,0
7476,H7476,H,297.6,307.9,1397,28.8,229,0,0,0,0,0,0
7477,L7477,L,298.8,308.2,1711,47.4,84,0,0,0,0,0,0
7478,H7478,H,298.2,307.9,1502,27.3,7,0,0,0,0,0,0
7479,M7479,M,301.5,311.9,1318,41.5,167,0,0,0,0,0,0
7480,L7480,L,300.2,310.1,1736,33.7,53,0,0,0,0,0,0
7481,H7481,H,302.5,312.9,1659,42.1,160,0,0,0,0,0,0
7482,M7482,M,299.2,307.8,1149,37.2,94,0,0,0,0,0,0
7483,L7483,L,299.4,310.3,1541,42.7,150,0,0,0,0,0,0
7484,M7484,M,295.8,305.8,1429,41.4,36,0,0,0,0,0,0
7485,L7485,L,297.9,308.5,1515,39.6,121,0,0,0,0,0,0
7486,M7486,M,301.7,311.8,1550,54.3,192,0,0,0,0,0,0
7487,L7487,L,304.4,314.3,1498,38.6,181,0,0,0,0,0,0
7488,M7488,M,303.8,313.6,1591,64.4,77,1,0,0,1,0,0
7489,L7489,L,305.1,313.7,1620,36.1,32,0,0,0,0,0,0
7490,L7490,L,297.7,307.6,1821,60.6,237,1,1,0,1,1,0
7491,L7491,L,301.5,310.4,1465,42.0,177,0,0,0,0,0,0
7492,L7492,L,302.7,312.8,1601,35.6,34,0,0,0,0,0,0
7493,L7493,L,298.4,309.0,1639,56.5,214,1,1,0,1,1,0
7494,M7494,M,300.2,310.7,1440,36.1,115,0,0,0,0,0,0
7495,L7495,L,299.4,310.2,1446,30.5,3,0,0,0,0,0,0
7496,L7496,L,298.0,310.1,1400,32.6,156,0,0,0,0,0,0
7497,L7497,L,302.8,312.1,1807,51.6,25,1,0,0,1,0,0
7498,M7498,M,299.0,310.4,1575,32.9,83,0,0,0,0,0,0
7499,M7499,M,302.8,312.8,1624,30.5,216,1,1,0,0,0,0
7500,L7500,L,300.7,309.3,1541,54.3,151,0,0,0,0,0,0
7501,L7501,L,300.8,311.1,1711,44.9,169,0,0,0,0,0,0
7502,L7502,L,301.1,311.8,1213,42.1,73,0,0,0,0,0,0
7503,M7503,M,297.7,307.2,1571,48.0,215,0,0,0,0,0,0
7504,L7504,L,299.4,308.5,1212,39.1,68,0,0,0,0,0,0
7505,M7505,M,297.3,309.5,1544,35.3,117,0,0,0,0,0,0
7506,L7506,L,301.7,311.6,1484,42.3,6,0,0,0,0,0,0
7507,L7507,L,300.3,313.1,1476,44.3,7,0,0,0,0,0,0
7508,L7508,L,300.9,312.3,1394,31.2,169,0,0,0,0,0,0
7509,L7509,L,300.6,310.4,1470,37.7,202,0,0,0,0,0,0
7510,L7510,L,303.3,313.8,1687,36.5,14,0,0,0,0,0,0
7511,M7511,M,301.0,310.1,1552,38.0,224,0,0,0,0,0,0
7512,H7512,H,300.9,310.7,1485,39.1,154,0,0,0,0,0,0
7513,M7513,M,300.2,310.5,1591,29.5,138,0,0,0,0,0,0
7514,L7514,L,298.8,309.2,1693,22.1,178,0,0,0,0,0,0
7515,M7515,M,298.3,308.8,1468,37.3,1,0,0,0,0,0,0
7516,M7516,M,300.2,308.9,1535,49.8,72,0,0,0,0,0,0
7517,L7517,L,300.4,310.3,1738,36.2,11,0,0,0,0,0,0
7518,L7518,L,302.0,312.4,1505,53.7,142,0,0,0,0,0,0
7519,L7519,L,301.6,312.3,1516,33.3,114,0,0,0,0,0,0
7520,L7520,L,303.8,315.4,1652,44.2,91,0,0,0,0,0,0
7521,M7521,M,301.8,312.2,1502,41.6,113,0,0,0,0,0,0
7522,M7522,M,296.6,305.0,1772,34.6,219,0,0,0,0,0,0
7523,L7523,L,302.8,313.2,1616,46.7,89,0,0,0,0,0,0
7524,M7524,M,297.8,306.0,1746,53.4,76,1,0,0,1,0,0
7525,H7525,H,300.8,308.6,1124,33.4,4,1,0,1,0,0,0
7526,M7526,M,298.9,307.2,1540,35.9,145,0,0,0,0,0,0
7527,M7527,M,298.4,307.9,1654,42.2,178,0,0,0,0,0,0
7528,L7528,L,297.8,307.7,1598,35.5,133,0,0,0,0,0,0
7529,L7529,L,296.0,307.9,1575,55.1,220,1,1,0,1,1,0
7530,M7530,M,299.9,310.1,1829,37.2,49,0,0,0,0,0,0
7531,M7531,M,299.4,309.0,1555,54.6,136,0,0,0,0,0,0
7532,L7532,L,298.3,308.4,1572,35.5,46,0,0,0,0,0,0
7533,L7533,L,301.4,311.3,1461,24.0,63,0,0,0,0,0,0
7534,L7534,L,300.3,309.5,1587,37.3,106,0,0,0,0,0,0
7535,L7535,L,296.7,307.2,1417,37.3,213,0,0,0,0,0,0
7536,M7536,M,302.1,310.8,1494,54.3,165,0,0,0,0,0,0
7537,L7537,L,299.9,308.5,1600,52.8,46,0,0,0,0,0,0
7538,L7538,L,303.4,311.9,1803,37.1,60,0,0,0,0,0,0
7539,L7539,L,299.3,309.6,1552,41.2,210,0,0,0,0,0,0
7540,L7540,L,299.9,310.0,1552,39.9,3,0,0,0,0,0,0
7541,L7541,L,300.3,309.1,1877,36.9,126,0,0,0,0,0,0
7542,L7542,L,301.5,309.8,1581,15.0,52,1,0,0,1,0,0
7543,M7543,M,293.6,302.3,1422,50.7,92,0,0,0,0,0,0
7544,L7544,L,298.8,308.7,1481,42.0,36,0,0,0,0,0,0
7545,L7545,L,300.7,309.5,1831,47.8,98,1,0,0,1,0,0
7546,L7546,L,298.6,307.1,1645,29.1,158,0,0,0,0,0,0
7547,L7547,L,298.8,307.7,1671,42.5,7,0,0,0,0,0,0
7548,M7548,M,300.9,310.4,1508,38.1,53,0,0,0,0,0,0
7549,L7549,L,298.9,308.4,1525,50.4,150,0,0,0,0,0,0
7550,L7550,L,300.2,309.9,1372,42.4,70,0,0,0,0,0,0
7551,M7551,M,298.6,310.4,1528,45.1,154,0,0,0,0,0,0
7552,L7552,L,301.1,311.5,1377,17.8,188,1,0,0,1,0,0
7553,M7553,M,301.7,310.2,1510,30.2,85,0,0,0,0,0,0
7554,L7554,L,302.7,312.4,1795,38.5,0,0,0,0,0,0,0
7555,L7555,L,299.3,310.6,1621,50.5,193,0,0,0,0,0,0
7556,M7556,M,298.6,308.3,1377,44.5,227,0,0,0,0,0,0
7557,M7557,M,298.8,309.8,1580,41.7,103,0,0,0,0,0,0
7558,L7558,L,299.1,308.6,1662,59.7,161,1,0,0,1,0,0
7559,L7559,L,301.1,310.8,1444,53.2,76,0,0,0,0,0,0
7560,L7560,L,297.7,308.7,1552,33.2,132,0,0,0,0,0,0
7561,L7561,L,303.1,314.7,1572,29.5,139,0,0,0,0,0,0
7562,M7562,M,298.1,309.1,1606,51.4,214,1,1,0,0,0,0
7563,M7563,M,297.7,306.9,1221,35.1,151,0,0,0,0,0,0
7564,M7564,M,299.8,308.1,1365,31.4,173,1,0,1,0,0,0
7565,H7565,H,298.8,309.8,1764,60.0,2,1,0,0,1,0,0
7566,H7566,H,301.8,311.2,1396,25.8,11,0,0,0,0,0,0
7567,L7567,L,299.8,308.8,1721,40.7,10,0,0,0,0,0,0
7568,L7568,L,304.1,315.7,1434,47.5,92,0,0,0,0,0,0
7569,H7569,H,301.4,313.4,1612,47.5,170,0,0,0,0,0,0
7570,M7570,M,302.1,311.6,1464,32.2,52,0,0,0,0,0,0
7571,L7571,L,303.0,312.9,1723,56.9,182,1,0,0,1,0,0
7572,L7572,L,301.4,311.7,1458,47.7,62,0,0,0,0,0,0
7573,L7573,L,298.5,309.3,1533,29.0,108,0,0,0,0,0,0
7574,L7574,L,302.2,312.7,1485,53.2,222,1,1,0,0,1,0
7575,L7575,L,299.9,310.1,1294,24.6,120,1,0,0,1,0,0
7576,H7576,H,304.3,315.9,1641,49.2,50,0,0,0,0,0,0
7577,L7577,L,295.9,306.8,1441,48.4,62,0,0,0,0,0,0
7578,L7578,L,298.4,308.8,1428,34.4,166,0,0,0,0,0,0
7579,M7579,M,297.5,306.5,1712,46.3,77,0,0,0,0,0,0
7580,L7580,L,300.1,310.3,1633,30.5,221,1,1,0,0,0,0
7581,L7581,L,299.7,309.7,1577,25.3,36,0,0,0,0,0,0
7582,L7582,L,299.0,307.8,1671,57.5,224,1,1,0,1,1,0
7583,L7583,L,300.1,312.0,1445,28.1,47,0,0,0,0,0,0
7584,M7584,M,301.7,311.8,1501,62.8,40,1,0,0,1,0,0
7585,M7585,M,301.6,310.1,1529,51.5,180,0,0,0,0,0,0
7586,M7586,M,301.5,309.6,1677,23.8,206,0,0,0,0,0,0
7587,H7587,H,302.2,312.3,1614,25.9,39,0,0,0,0,0,0
7588,L7588,L,297.3,307.7,1592,36.9,130,0,0,0,0,0,0
7589,L7589,L,304.3,314.7,1188,31.5,41,0,0,0,0,0,0
7590,L7590,L,300.6,311.9,1720,37.3,126,0,0,0,0,0,0
7591,M7591,M,303.5,314.6,1472,15.3,28,1,0,0,1,0,0
7592,L7592,L,300.0,310.4,1504,41.6,130,0,0,0,0,0,0
7593,L7593,L,297.6,308.6,1609,50.8,231,1,0,0,0,1,0
7594,L7594,L,303.1,311.8,1807,45.5,193,0,0,0,0,0,0
7595,L7595,L,299.6,308.7,1723,45.0,64,0,0,0,0,0,0
7596,L7596,L,297.9,307.9,1389,38.0,101,0,0,0,0,0,0
7597,L7597,L,297.0,305.7,1453,33.8,194,0,0,0,0,0,0
7598,L7598,L,297.7,308.9,1455,38.8,125,0,0,0,0,0,0
7599,L7599,L,300.7,311.9,1334,47.4,195,0,0,0,0,0,0
7600,L7600,L,301.5,311.1,1560,32.7,91,0,0,0,0,0,0
7601,M7601,M,301.3,310.6,1910,51.4,0,1,0,0,1,0,0
7602,L7602,L,300.7,310.7,1606,36.3,162,0,0,0,0,0,0
7603,L7603,L,295.8,307.4,1732,37.3,205,1,1,0,0,0,0
7604,L7604,L,299.8,309.6,1758,37.6,189,0,0,0,0,0,0
7605,M7605,M,303.7,312.4,1265,45.1,105,0,0,0,0,0,0
7606,L7606,L,299.0,306.5,1682,32.8,102,0,0,0,0,0,0
7607,L7607,L,299.3,308.7,1417,40.8,169,0,0,0,0,0,0
7608,L7608,L,303.3,312.2,1542,44.6,96,0,0,0,0,0,0
7609,M7609,M,295.7,308.2,1748,57.3,118,1,0,0,1,0,0
7610,M7610,M,299.4,308.6,1536,35.3,156,0,0,0,0,0,0
7611,L7611,L,298.4,311.1,1636,43.9,89,0,0,0,0,0,0
7612,L7612,L,300.6,311.1,1312,32.1,202,1,1,0,0,0,0
7613,L7613,L,297.7,307.1,1309,47.6,72,0,0,0,0,0,0
7614,M7614,M,300.7,310.8,1417,36.0,160,0,0,0,0,0,0
7615,L7615,L,301.4,310.9,1292,45.4,158,0,0,0,0,0,0
7616,L7616,L,299.9,309.3,1884,44.7,180,0,0,0,0,0,0
7617,L7617,L,304.3,314.5,1344,54.8,75,0,0,0,0,0,0
7618,H7618,H,301.1,312.1,1364,32.8,235,0,0,0,0,0,0
7619,L7619,L,297.7,307.9,1507,43.9,19,0,0,0,0,0,0
7620,M7620,M,299.9,310.3,1513,38.1,203,1,1,0,0,0,0
7621,L7621,L,300.5,310.1,1588,43.6,15,0,0,0,0,0,0
7622,M7622,M,301.4,309.8,1240,36.8,156,1,0,1,0,0,0
7623,M7623,M,299.4,307.6,1468,57.1,21,0,0,0,0,0,0
7624,M7624,M,298.8,310.0,1522,28.2,193,0,0,0,0,0,0
7625,M7625,M,296.5,307.9,1427,41.0,213,1,1,0,0,0,0
7626,L7626,L,297.3,307.1,1485,39.6,114,0,0,0,0,0,0
7627,L7627,L,302.9,311.5,1554,40.1,31,0,0,0,0,0,0
7628,L7628,L,300.3,311.6,1657,47.3,234,1,1,0,0,1,0
7629,L7629,L,299.5,309.4,1655,49.8,102,0,0,0,0,0,0
7630,M7630,M,301.2,312.6,1685,39.3,19,0,0,0,0,0,0
7631,M7631,M,300.4,311.2,1495,46.4,226,1,1,0,0,0,0
7632,M7632,M,300.2,310.1,1405,54.3,109,0,0,0,0,0,0
7633,M7633,M,299.7,310.2,1468,36.1,92,0,0,0,0,0,0
7634,L7634,L,300.0,310.0,1587,41.1,12,0,0,0,0,0,0
7635,L7635,L,300.2,309.1,1553,19.2,98,1,0,0,1,0,0
7636,M7636,M,299.2,309.1,1482,48.2,202,0,0,0,0,0,0
7637,L7637,L,298.9,308.5,1674,44.2,181,0,0,0,0,0,0
7638,M7638,M,301.4,310.9,1511,52.4,89,0,0,0,0,0,0
7639,L7639,L,296.2,306.8,1473,31.4,232,0,0,0,0,0,0
