supply_air_temp_c,return_air_temp_c,humidity_pct,airflow_cfm,power_draw_kw,refrigerant_pressure_psi,runtime_hours,anomaly
21.54,21.47,55.9,2202,36.04,173.5,2548,1
21.37,21.8,47.4,2625,10.99,183.7,5162,0
25.1,23.66,46.3,1892,18.61,199.1,9051,0
20.63,22.54,44.6,1693,13.81,221.2,13790,0
25.44,23.97,44.7,1925,15.41,163.8,23127,0
18.11,23.14,42.3,2075,12.73,180.3,20264,0
23.2,24.43,49.2,2138,15.08,209.2,47656,0
20.76,26.49,47.9,2360,16.31,229.5,15872,0
18.1,22.58,58.2,1863,9.38,209.1,1001,0
23.78,24.76,44.5,2023,15.88,246.3,13427,0
25.18,24.31,48.2,1769,11.76,241.8,46336,0
21.39,22.57,45.1,2105,15.91,236.5,40764,0
21.0,23.15,50.8,1677,9.89,221.7,15066,0
21.54,23.02,55.0,1942,16.22,204.6,42251,0
19.62,22.41,45.8,2306,14.3,206.8,48129,0
21.5,24.7,42.6,2543,17.43,217.4,46406,0
22.03,22.49,54.5,1869,18.66,238.5,21522,0
21.24,23.54,44.9,2424,17.08,196.0,18453,0
20.17,24.86,47.2,2297,18.36,182.0,20450,0
23.27,21.82,41.7,2372,13.75,234.8,37939,0
22.05,22.39,40.7,1496,14.82,176.7,40647,0
22.34,22.59,41.5,1632,13.07,192.0,49383,0
21.27,24.52,38.1,2166,10.71,208.8,44905,0
20.68,27.51,49.0,2036,15.16,223.9,46556,0
21.59,22.44,29.8,2170,8.29,193.3,193,0
21.5,22.53,25.5,1931,17.92,173.0,21084,0
23.05,26.62,61.5,2286,14.48,205.1,25259,0
23.55,25.79,28.5,1751,19.07,202.1,25541,0
21.76,23.96,43.7,2206,14.23,173.6,41902,0
18.93,25.04,42.9,2146,17.22,198.9,39758,0
21.17,24.1,27.3,2223,16.63,216.9,30518,0
23.5,24.94,38.5,2036,12.14,178.9,21417,0
23.91,21.28,41.0,1727,14.09,207.6,8778,0
21.86,21.5,51.0,1460,15.99,200.9,30489,0
18.78,25.11,35.9,1838,19.18,205.4,38388,0
24.13,24.53,49.8,1785,10.46,218.1,38178,0
20.29,24.69,37.5,2093,11.28,179.9,33611,0
22.56,24.6,47.5,2188,21.34,199.3,10806,0
24.36,24.11,48.4,2144,14.43,177.0,48464,0
23.89,22.64,57.6,2029,18.65,220.3,3421,0
24.63,22.38,49.2,1662,17.2,193.0,20911,0
21.51,22.46,54.1,664,18.86,193.2,20147,1
20.64,24.25,47.0,2042,17.63,206.6,45977,0
24.09,23.35,47.4,1749,12.32,237.4,13812,0
21.87,23.61,38.6,1443,16.75,208.7,45914,0
23.2,26.26,44.0,2405,15.85,245.3,29825,0
23.54,23.28,50.4,2163,13.64,191.0,19757,0
21.96,23.97,37.2,2039,15.67,98.1,31876,1
22.13,25.04,64.6,1881,45.47,201.8,23155,1
18.06,26.18,52.5,2249,14.06,88.0,14990,1
21.68,23.86,57.3,2128,33.98,204.5,22398,1
29.91,34.76,28.0,2514,12.45,205.9,36888,1
22.9,21.79,42.2,2385,23.07,213.5,19525,0
24.02,23.98,48.7,2252,13.07,176.4,6156,0
22.77,24.64,37.0,1642,15.89,217.7,21750,0
23.1,23.55,42.6,1694,12.33,229.9,14844,0
23.03,24.34,44.9,2660,18.55,203.8,42567,0
20.38,25.57,45.4,2045,11.45,163.5,6305,0
21.08,22.1,51.2,1921,11.78,198.5,11889,0
19.46,23.07,35.1,1688,16.05,189.4,44360,0
25.24,23.29,46.3,2097,12.12,218.0,48603,0
23.0,22.98,41.1,1822,15.86,223.1,43429,0
18.13,26.41,47.4,2438,14.14,168.5,8853,0
22.85,23.39,47.3,1687,10.36,191.1,47926,0
24.17,23.46,53.7,1607,22.16,76.7,43340,1
23.85,24.97,46.0,2069,13.53,187.4,11484,0
23.65,25.04,37.0,2025,14.23,189.7,24212,0
21.75,26.55,49.7,1918,19.14,182.8,47748,0
23.72,24.92,35.9,1955,16.87,176.1,21144,0
22.3,25.46,42.4,1852,12.76,106.4,18548,1
21.53,24.41,57.2,1844,12.59,183.7,31758,0
21.84,23.07,57.7,2228,14.73,171.1,38982,0
19.23,24.81,60.7,2676,16.28,173.2,19276,0
21.8,25.26,55.9,2386,15.51,204.2,24215,0
22.57,24.41,53.1,2309,17.17,166.2,14835,0
22.94,24.29,40.1,1928,12.22,199.0,17643,0
20.41,24.93,51.8,1806,12.86,189.9,5421,0
20.01,26.89,53.4,1858,11.91,181.1,25670,0
21.57,22.46,52.2,2176,13.09,82.0,33166,1
22.21,22.54,47.6,2369,16.14,174.4,15500,0
31.2,36.84,57.0,1959,12.64,189.4,5509,1
24.17,24.23,49.2,2129,16.74,173.0,6660,0
22.0,23.75,41.2,2498,16.88,170.8,43751,0
22.0,23.68,51.0,2262,33.54,207.1,10824,1
19.12,25.12,42.1,2286,18.96,213.4,41086,0
21.92,23.86,46.2,1755,14.28,212.6,7279,0
22.47,23.4,43.7,541,15.4,191.6,4204,1
22.22,26.67,31.1,2368,14.93,169.3,897,0
23.2,24.35,42.3,1387,15.26,207.6,8146,0
34.8,35.36,51.6,1925,12.19,188.8,24076,1
20.96,24.47,48.4,1639,15.87,207.1,15094,0
23.23,25.68,42.4,235,13.08,173.2,38726,1
20.59,25.51,34.3,1818,17.92,201.4,16166,0
23.23,23.6,32.1,2010,14.83,179.8,23365,0
20.51,24.98,41.5,617,13.49,214.4,44279,1
22.32,24.45,35.3,1703,15.84,178.3,3303,0
22.75,24.73,49.8,2201,11.53,216.7,11134,0
21.38,24.53,39.4,2290,13.99,180.2,41653,0
20.18,24.62,31.0,1991,12.2,215.2,30179,0
22.76,23.96,32.5,1383,17.74,211.0,6534,0
19.6,23.3,41.6,1925,13.92,212.9,13674,0
20.98,22.78,45.7,1883,19.13,201.6,11906,0
19.53,21.53,17.2,2291,14.91,224.0,32508,0
22.02,23.21,56.6,1695,13.86,176.2,26515,0
22.86,25.88,34.7,1968,16.47,201.1,161,0
22.69,25.62,34.2,1492,12.75,258.8,49347,0
23.16,23.83,38.0,2061,17.28,192.1,35944,0
22.55,23.68,40.2,453,13.18,216.2,47148,1
23.92,23.53,32.4,2066,12.78,188.3,47111,0
25.89,25.28,47.1,2266,15.73,212.6,45121,0
22.13,25.12,53.9,2407,13.51,196.0,22013,0
23.04,26.73,46.5,427,14.81,204.0,42749,1
21.51,23.62,24.1,2099,19.94,228.5,7301,0
23.09,26.96,49.6,384,16.52,227.0,38842,1
21.06,23.49,51.1,2277,14.84,195.4,36701,0
22.67,24.31,50.4,415,18.82,227.6,42554,1
20.72,21.83,53.6,1777,16.28,214.8,47624,0
24.81,23.55,42.6,1783,18.27,208.5,40744,0
22.04,24.89,50.5,2167,20.15,260.0,699,0
22.3,23.25,45.8,1672,12.62,218.2,25144,0
24.3,25.49,39.5,1635,9.46,236.1,2560,0
22.4,24.06,56.0,2115,17.32,214.3,15380,0
20.4,21.47,44.6,2192,16.81,145.1,1649,0
21.48,24.01,56.1,1926,13.07,208.7,24522,0
21.08,25.11,48.3,1722,17.12,205.7,20928,0
21.2,22.63,46.5,1488,12.5,192.3,36425,0
20.99,26.43,53.9,2527,10.66,186.5,28282,0
24.7,25.06,59.8,2840,13.04,181.0,48320,0
24.57,22.4,51.0,2006,13.97,222.3,789,0
22.86,23.52,33.4,1980,13.02,192.6,31063,0
22.7,21.92,43.6,1843,15.04,200.5,11278,0
21.66,24.48,41.7,2053,14.21,220.0,32523,0
24.15,24.98,50.3,1659,14.93,206.6,8202,0
22.55,22.74,55.2,2320,10.29,181.9,42855,0
25.61,25.97,39.8,2172,18.49,167.7,22029,0
24.81,25.21,41.3,1796,15.02,201.4,28459,0
20.43,21.35,54.9,2478,15.48,183.3,29180,0
23.14,24.18,41.3,2171,13.24,222.4,45076,0
20.71,22.17,41.5,2089,18.39,217.6,7838,0
20.07,24.76,45.2,1962,8.02,173.7,36903,0
20.01,26.18,45.9,2066,19.03,204.9,29125,0
22.57,25.74,49.2,2156,16.52,213.4,651,0
24.01,24.75,57.6,1491,21.47,222.6,7230,0
23.17,22.76,45.3,1567,16.75,194.3,49782,0
22.41,20.16,52.1,1743,15.28,211.0,9684,0
21.43,23.81,42.1,2067,11.07,195.5,19474,0
43.42,36.44,41.1,2189,15.23,233.5,25269,1
21.74,23.74,33.6,1916,15.89,181.7,46956,0
21.41,23.0,44.9,1418,19.99,215.2,39493,0
23.94,26.33,45.5,2275,13.13,232.9,11002,0
22.78,25.42,44.8,2071,19.2,232.4,12093,0
36.89,38.08,62.0,1585,14.38,187.8,8985,1
25.07,23.58,45.6,1682,17.85,183.5,33644,0
20.61,23.13,30.2,2187,15.23,203.6,35886,0
20.13,23.67,40.7,1619,18.86,209.4,8245,0
21.02,24.81,45.7,1910,12.62,152.0,17089,0
22.3,23.21,43.4,2046,11.27,224.5,45542,0
22.98,24.67,48.1,1787,12.15,206.3,24156,0
25.55,22.08,41.4,1999,42.55,204.5,5220,1
22.74,23.66,50.1,1773,16.68,194.6,392,0
24.47,26.18,57.8,2621,13.93,173.0,47583,0
22.8,24.24,35.1,1799,19.46,231.9,37253,0
31.27,34.44,49.2,1641,21.12,209.3,49025,1
23.41,23.92,46.4,2342,13.04,203.5,1393,0
21.86,24.55,39.6,2058,16.73,205.9,27927,0
19.1,24.61,49.9,2063,13.47,197.3,8445,0
20.71,23.59,41.7,1903,19.58,233.3,486,0
22.24,27.31,52.8,2137,13.71,203.8,38568,0
21.38,21.29,37.7,2135,14.64,181.0,36456,0
21.71,23.01,25.1,2109,19.17,214.4,43786,0
20.91,24.37,51.8,1982,12.93,201.8,46618,0
21.72,23.24,43.6,1995,11.98,220.0,21815,0
22.94,21.92,33.8,2182,9.11,211.9,16898,0
29.12,35.4,57.8,1835,13.34,212.3,27953,1
41.27,29.5,43.5,1896,23.32,224.7,6641,1
20.27,24.28,42.6,2171,12.6,190.1,48327,0
20.61,24.9,40.8,2105,15.58,227.2,46205,0
22.14,21.91,55.2,2065,13.87,122.3,37611,1
21.4,25.93,54.8,1744,44.64,167.2,20365,1
21.73,27.13,52.9,1518,16.23,200.1,28073,0
23.38,25.45,34.9,2089,12.98,194.2,31642,0
21.9,24.28,52.0,2073,18.29,208.3,41775,0
21.97,25.24,55.8,1956,17.24,210.6,37025,0
19.5,22.92,46.2,2072,16.88,169.4,32066,0
18.59,24.58,41.3,2334,19.87,189.9,37120,0
22.28,23.1,32.6,1560,12.16,207.1,32317,0
23.0,25.23,48.0,2460,12.74,190.3,34057,0
20.42,23.43,55.2,2542,15.9,194.4,32976,0
19.86,26.45,46.0,1602,10.7,185.8,19214,0
22.37,22.38,55.0,2030,19.59,209.0,43298,0
22.18,23.93,32.0,1961,13.78,215.1,32348,0
21.05,24.32,37.4,1648,14.1,226.2,19962,0
25.05,23.53,47.0,2164,11.75,210.4,11031,0
21.71,22.61,29.1,521,14.6,197.3,41058,1
23.58,25.84,55.3,2053,17.31,178.4,25693,0
22.17,27.26,54.9,2009,19.88,217.8,3774,0
20.66,21.66,43.1,1819,13.57,188.5,3964,0
20.31,21.2,56.1,1984,16.42,178.1,29838,0
23.96,23.3,37.5,2319,21.65,185.3,24573,0
22.58,23.45,35.4,464,15.76,193.2,17250,1
31.09,32.43,45.2,1925,19.14,211.9,19280,1
20.63,25.55,34.1,1745,15.72,210.7,44843,0
22.7,23.95,53.5,1918,15.91,198.4,717,0
22.19,24.05,40.8,2205,14.42,213.6,42927,0
20.67,21.71,50.0,2194,14.4,210.1,4242,0
19.85,23.82,38.7,1893,14.29,207.1,44331,0
22.01,22.66,46.0,2175,10.56,161.6,6554,0
21.7,26.94,30.8,2415,17.78,179.2,26794,0
21.32,25.33,38.4,1905,17.13,195.0,11461,0
21.56,23.56,38.2,2468,15.05,192.1,47685,0
32.81,32.23,47.4,1730,14.7,217.8,42980,1
19.32,28.14,53.9,2540,13.28,200.6,40187,0
21.56,24.82,44.9,1455,17.76,163.8,30006,0
19.56,23.59,47.3,1984,10.2,186.8,34076,0
22.8,22.73,44.4,1603,15.04,223.0,31167,0
21.06,25.19,39.2,1826,12.89,175.0,27339,0
22.17,24.34,38.4,2065,12.4,212.0,1406,0
20.69,24.45,45.4,2127,13.82,181.0,38325,0
41.98,35.97,54.9,2067,15.43,230.3,9301,1
23.29,25.94,48.8,2037,13.1,199.2,40563,0
22.29,24.32,38.2,1981,32.24,180.2,39215,1
23.06,23.57,45.5,2017,16.7,210.1,31402,0
23.79,24.42,45.8,1986,14.37,183.1,17272,0
21.13,25.09,61.3,1901,18.78,202.0,7825,0
19.6,25.33,53.0,1724,14.61,200.4,11392,0
24.23,24.49,39.5,2068,18.2,211.9,43580,0
23.48,24.6,38.3,1408,13.67,206.1,40262,0
20.95,21.86,54.1,1953,15.24,190.4,29999,0
21.73,25.98,45.3,2615,11.89,233.7,22681,0
24.98,23.29,50.6,1823,8.18,200.4,37715,0
21.41,22.93,51.8,2069,12.47,196.3,14816,0
22.32,22.59,52.1,2241,15.41,174.1,41865,0
23.89,23.84,44.3,2347,20.82,177.9,26841,0
20.72,26.12,43.8,2356,14.32,120.8,35512,1
20.8,25.24,52.6,2027,16.01,168.2,47802,0
24.84,23.34,50.6,1906,14.35,164.1,7783,0
21.82,23.78,52.9,2125,10.43,185.2,10602,0
21.59,24.01,42.1,2335,14.93,196.5,6025,0
21.79,25.31,44.8,1898,19.28,232.9,5954,0
18.97,23.91,50.7,2023,9.96,161.6,41915,0
20.3,24.06,44.2,2366,19.54,167.3,7137,0
21.28,23.02,55.1,2158,18.57,91.8,23101,1
20.41,24.08,47.4,1689,16.12,180.3,11529,0
21.26,22.6,43.4,2006,17.59,105.9,35422,1
21.75,23.31,53.4,2388,41.06,217.6,25761,1
23.56,24.5,42.7,2001,15.46,193.7,40241,0
20.35,27.32,46.8,2143,9.52,198.8,18095,0
21.39,24.86,38.1,2602,16.67,223.3,40216,0
22.99,24.35,41.0,1747,13.16,212.9,46332,0
22.06,24.68,49.6,1893,22.01,183.7,41456,0
23.5,23.23,47.3,2229,19.2,209.4,24740,0
21.87,21.44,38.3,1843,14.88,178.2,26398,0
23.19,22.92,48.3,1952,14.97,186.9,2785,0
23.75,23.45,46.7,1699,20.97,235.2,9121,0
23.75,24.75,48.4,2103,12.67,73.8,1851,1
22.04,21.24,35.9,2055,14.5,187.8,10705,0
22.64,21.49,33.0,1826,12.13,212.6,46877,0
20.6,25.26,32.6,1646,18.17,228.9,43018,0
24.62,25.73,41.2,294,16.9,213.8,42019,1
21.68,22.07,28.7,1797,17.64,183.8,4646,0
21.61,24.31,52.2,1706,12.77,176.1,12598,0
21.59,25.98,33.4,1779,19.29,188.1,28658,0
22.41,20.35,53.5,1923,13.59,184.7,22430,0
23.71,25.66,40.8,2531,44.06,191.3,17803,1
21.49,24.21,29.9,1747,13.93,79.9,33102,1
23.15,22.69,35.9,2043,12.7,162.1,37973,0
22.13,26.19,51.8,1852,17.73,191.4,6091,0
20.41,24.18,42.0,1488,21.31,199.3,46066,0
20.2,26.24,44.1,1817,11.11,227.7,39882,0
22.38,24.88,40.4,1749,16.57,202.5,22007,0
21.82,25.88,40.8,2027,14.22,210.9,44926,0
22.87,23.78,32.4,2061,12.15,221.9,28377,0
23.9,25.06,51.0,1640,15.55,188.6,5962,0
22.49,21.99,33.1,1546,12.53,178.6,13398,0
21.07,27.13,37.7,2137,9.44,202.8,40445,0
23.27,21.62,47.9,1978,15.22,187.2,34576,0
20.27,22.72,51.2,1295,11.4,211.6,3934,0
22.4,25.04,44.7,1805,12.91,195.1,40023,0
19.29,23.14,43.0,1966,13.09,181.3,10292,0
21.72,23.31,42.4,2275,18.42,220.8,29137,0
22.77,23.37,40.1,2062,15.33,203.0,46284,0
22.58,26.13,53.9,1798,17.14,215.5,22080,0
23.67,22.39,29.8,1978,9.06,206.4,16412,0
20.89,23.15,43.4,1986,14.05,194.7,46029,0
23.41,20.12,50.5,2028,17.84,165.7,27634,0
22.33,22.5,35.8,2641,19.56,187.4,13674,0
21.93,24.16,39.9,2115,11.39,184.1,24174,0
21.91,25.06,39.1,1926,17.58,196.4,14200,0
21.47,23.58,29.1,1901,18.51,139.5,9036,1
21.42,24.01,46.4,2065,17.78,197.0,47264,0
20.88,22.43,50.8,2015,8.94,81.8,11450,1
20.07,22.67,33.6,2425,18.15,212.8,3046,0
42.51,30.31,36.9,1896,15.6,194.3,42541,1
20.61,21.98,34.7,1729,11.1,187.2,48535,0
25.49,25.85,50.6,2196,16.38,217.7,19543,0
22.89,23.42,42.1,2693,12.58,178.5,41668,0
21.97,21.61,50.4,1706,15.11,226.1,30064,0
20.2,22.62,31.0,2170,12.51,238.6,17124,0
21.51,26.35,32.1,1876,16.16,179.1,9725,0
36.28,39.96,54.1,1946,15.96,214.0,19927,1
22.45,25.41,44.7,2202,14.87,222.8,5445,0
21.25,23.35,42.5,1891,20.44,204.3,22907,0
21.6,25.36,38.1,1698,16.1,219.2,21623,0
19.81,22.87,50.8,2139,17.15,175.7,3682,0
21.37,24.29,44.8,254,15.17,201.6,18902,1
21.04,26.01,49.1,1949,15.44,120.5,41120,1
35.34,36.14,44.3,2186,11.08,215.8,22732,1
22.05,23.0,49.0,2204,15.44,196.9,39128,0
22.36,24.43,47.1,1881,17.99,197.2,44012,0
21.79,24.32,42.6,2612,8.53,211.0,20218,0
23.57,25.7,52.7,1813,18.66,221.3,18355,0
19.44,22.5,40.0,1903,12.76,230.6,41591,0
22.76,24.88,58.6,1856,16.36,202.2,38817,0
23.72,24.04,33.8,2270,14.61,199.2,38948,0
23.37,24.93,47.7,2516,14.62,244.7,22635,0
21.3,24.32,40.5,2270,11.64,204.6,47972,0
22.92,25.49,49.7,1632,14.55,219.9,6143,0
23.35,26.31,53.2,2157,43.92,216.1,27552,1
20.85,26.81,42.6,2382,14.6,259.6,40108,0
23.79,24.75,53.5,1786,12.44,219.4,45303,0
21.49,23.06,53.7,2152,8.63,71.4,41227,1
23.56,25.96,43.3,1888,17.93,218.2,49520,0
20.04,25.74,33.3,2029,14.67,202.3,25981,0
18.68,22.61,43.2,1976,18.74,198.0,20294,0
21.84,25.0,37.7,1904,7.6,215.9,22964,0
40.32,32.97,38.8,1474,14.1,201.6,32009,1
22.76,23.34,51.1,2068,9.73,227.3,9809,0
23.68,25.96,46.6,2278,14.53,175.0,47945,0
23.86,23.14,54.8,1876,12.44,183.9,33729,0
23.14,23.51,44.6,2130,13.55,223.2,15456,0
21.24,26.4,55.5,536,16.8,233.5,32615,1
22.89,23.82,52.5,1785,15.79,193.0,8246,0
22.55,24.53,40.6,2066,19.48,197.6,10373,0
24.06,23.67,48.1,2186,17.77,225.6,3334,0
23.23,25.4,44.2,2058,18.74,201.6,17579,0
24.31,22.76,43.1,2527,11.19,217.0,19105,0
24.23,25.47,38.3,1946,12.3,192.9,12140,0
18.77,25.55,33.2,2331,15.36,207.0,20397,0
19.98,23.8,55.3,2262,21.07,95.1,3565,1
35.35,31.34,40.3,1977,13.59,194.5,12601,1
23.53,25.13,35.2,1980,9.85,193.9,46378,0
25.21,19.77,35.3,1786,12.13,170.2,32843,0
21.52,24.34,52.5,1449,13.99,193.6,25049,0
23.61,22.78,38.1,1586,16.78,178.0,47955,0
23.27,23.79,46.1,2137,14.7,209.4,20908,0
21.95,24.91,46.3,1471,13.98,219.1,13227,0
22.17,24.57,37.2,1630,13.79,89.4,2661,1
23.64,24.46,43.8,2040,19.0,165.2,38877,0
22.39,24.1,36.6,1961,12.88,211.4,36673,0
21.73,24.2,35.8,1765,14.82,170.7,11100,0
18.16,25.92,43.5,1693,16.93,225.8,24009,0
19.63,22.69,42.0,2289,13.21,205.5,17594,0
22.3,21.6,39.0,1814,16.78,189.6,37794,0
22.79,23.57,44.2,1712,18.36,221.5,19886,0
21.57,24.92,50.4,1515,11.9,178.0,28968,0
20.25,23.83,55.9,2253,32.19,197.0,38451,1
21.28,26.08,49.1,1608,10.21,211.1,5378,0
23.75,27.88,51.9,1844,16.75,183.3,10672,0
18.8,22.43,48.0,2198,13.22,181.0,15258,0
20.47,23.39,44.0,2166,17.95,222.5,49695,0
23.49,24.26,41.1,2416,17.12,188.6,26266,0
21.46,24.59,36.0,2277,12.55,208.8,49175,0
24.11,20.51,47.0,1597,15.36,216.9,11530,0
22.11,24.91,43.8,1853,13.04,162.6,4246,0
23.57,23.63,44.4,1693,15.4,211.1,31861,0
22.34,23.45,56.4,1887,15.62,181.8,13402,0
20.58,22.67,48.9,2242,6.43,190.2,20897,0
19.2,23.35,49.3,1810,13.34,182.4,19311,0
20.62,24.27,33.6,1838,17.52,213.5,37708,0
22.93,25.78,31.0,1763,17.02,216.3,36571,0
21.18,25.48,42.2,214,12.49,197.5,23545,1
22.32,24.66,48.3,1880,13.65,202.2,3192,0
22.61,25.24,31.0,1938,14.44,228.4,47715,0
22.6,21.87,42.7,2380,10.31,152.9,15826,0
22.24,24.13,56.3,1908,11.23,231.2,41020,0
24.53,24.65,41.4,1527,16.98,215.7,41369,0
22.0,22.03,46.3,2214,18.71,196.4,11532,0
21.55,25.06,46.7,1931,13.2,191.2,47640,0
24.54,22.19,31.6,2187,17.36,199.7,37381,0
20.98,26.35,45.0,2099,11.37,228.9,10327,0
22.87,22.55,41.4,2074,18.98,198.3,7927,0
24.31,23.74,47.3,2044,19.95,239.3,16538,0
23.21,23.79,50.7,1767,18.22,215.7,28447,0
21.16,23.37,51.7,2197,12.56,172.9,33330,0
21.97,21.67,45.9,2119,14.76,187.4,6959,0
24.82,26.36,42.2,2009,41.4,194.5,4084,1
24.01,26.5,38.6,1755,14.9,47.5,33475,1
21.75,23.48,52.0,2424,14.92,239.6,28830,0
19.96,24.46,51.6,2160,11.95,193.9,22210,0
21.98,23.37,42.5,2312,19.05,192.2,4703,0
23.41,23.99,44.2,1724,9.65,210.4,6280,0
22.32,25.73,46.2,2203,13.64,226.3,49143,0
20.63,21.55,46.3,2341,21.97,215.9,8567,0
21.43,22.28,25.9,2211,15.82,209.5,49875,0
31.79,37.72,32.5,2200,16.08,179.7,43690,1
21.75,23.21,36.0,460,14.53,196.0,41913,1
24.27,22.67,58.1,2106,14.09,193.9,24080,0
23.65,24.49,46.7,2269,14.52,195.2,33943,0
20.63,23.15,30.5,1554,13.39,89.6,10862,1
38.08,30.6,36.2,1633,16.99,177.1,34695,1
21.58,26.83,34.9,1482,12.33,212.7,28894,0
22.46,22.09,42.2,1937,16.4,213.6,13187,0
21.41,21.46,57.6,1822,16.6,202.8,12981,0
22.66,21.68,56.4,2083,14.28,209.8,229,0
20.58,22.87,47.6,1646,9.49,180.7,43491,0
21.55,21.55,39.9,1713,13.02,186.3,40785,0
24.02,23.19,50.1,1649,8.32,247.2,48576,0
22.91,24.57,48.2,1993,19.55,185.0,38276,0
24.51,24.65,29.4,1800,13.85,210.9,37261,0
41.23,32.64,50.1,2127,13.43,171.4,18339,1
24.49,25.41,44.7,2296,33.56,196.1,36877,1
21.94,24.14,41.8,2265,19.51,172.4,26972,0
22.21,25.67,34.0,1922,15.26,193.8,35952,0
21.85,20.87,41.2,1676,14.58,224.1,9665,0
19.0,21.49,46.7,1961,16.71,236.2,47718,0
23.71,23.63,46.2,1793,19.75,188.1,39538,0
21.51,24.59,62.0,2070,10.15,206.3,46420,0
20.19,24.24,24.0,2116,16.98,164.4,39544,0
22.88,25.38,43.9,2010,12.55,181.8,29776,0
21.02,24.39,49.8,1873,18.5,197.4,26311,0
23.57,21.54,51.0,1635,13.64,168.5,13016,0
18.89,23.44,41.7,2001,19.02,192.5,30666,0
38.57,26.31,34.3,2034,19.19,231.1,29467,1
19.37,22.97,51.8,1716,13.49,188.3,852,0
24.53,22.97,48.1,2443,15.84,209.2,42279,0
22.05,24.05,49.7,2321,15.26,197.2,21957,0
19.88,24.24,45.1,2282,15.48,184.8,29633,0
20.25,23.62,42.4,1915,16.86,220.5,44895,0
23.69,23.21,29.4,1856,12.71,200.7,15217,0
23.86,20.68,43.5,1644,14.73,231.9,13481,0
21.09,23.38,34.3,2335,14.22,202.1,37132,0
20.42,24.42,49.3,2197,14.84,205.4,10258,0
20.2,25.32,35.6,2177,12.4,180.8,44023,0
22.0,22.36,60.4,2064,16.17,215.0,5033,0
20.79,24.2,57.8,1782,9.75,210.9,46119,0
22.42,25.21,48.0,2539,18.89,236.6,16534,0
22.96,25.01,51.0,1784,12.48,204.1,32372,0
20.89,25.85,42.4,1782,9.7,190.1,45655,0
23.33,25.78,49.5,1655,14.31,191.1,46741,0
21.32,21.53,39.7,1766,16.42,229.9,11201,0
21.09,24.87,44.8,1866,20.89,211.9,37991,0
21.43,21.31,53.9,1901,14.18,221.5,49810,0
23.57,24.24,57.8,1886,15.79,188.8,13782,0
21.78,25.99,43.5,1902,15.97,203.0,49969,0
21.62,21.11,29.3,2420,10.64,225.2,24336,0
22.49,25.16,45.0,2106,15.09,216.7,28587,0
22.98,25.13,47.5,1945,17.07,199.9,15421,0
21.06,25.28,49.3,1567,11.46,110.5,44951,1
21.98,22.32,42.9,2357,9.9,213.0,27045,0
18.87,23.77,45.5,2113,10.24,175.6,12042,0
21.77,22.56,20.5,2134,14.02,197.0,12711,0
23.84,26.01,55.5,2293,16.57,213.5,47698,0
21.82,22.22,50.3,2254,20.02,201.7,46565,0
21.4,22.85,46.1,1528,35.98,220.4,39204,1
21.94,20.89,40.6,2348,14.0,206.4,18923,0
20.21,24.38,37.1,1889,18.44,210.7,3710,0
24.8,25.59,50.9,2082,12.66,189.7,18901,0
19.97,21.1,39.0,1780,20.82,83.4,44468,1
20.01,23.54,57.4,1860,12.89,234.3,7300,0
23.64,23.67,37.1,1473,44.01,202.2,31060,1
23.91,24.53,44.5,2113,21.33,175.1,33289,0
21.48,24.55,47.6,2615,17.65,198.8,4240,0
20.56,22.66,27.5,1850,11.69,161.4,17376,0
19.65,20.66,50.3,1951,13.5,208.9,19235,0
21.18,22.84,56.9,2225,14.78,196.3,14023,0
23.18,25.12,46.9,2125,13.27,203.5,192,0
21.78,23.36,27.4,1987,15.8,220.1,37801,0
21.42,23.67,36.3,1571,15.85,240.1,25379,0
21.05,22.81,40.3,1770,20.49,203.4,4129,0
19.05,23.72,40.6,1808,18.44,197.9,35833,0
21.01,25.2,45.1,1862,20.76,220.2,18911,0
21.14,21.97,70.3,2367,36.84,242.7,29704,1
17.98,26.0,41.0,1816,14.71,230.6,30999,0
22.64,23.18,54.4,2728,15.98,190.9,9301,0
23.28,26.91,58.6,1885,13.14,238.1,21074,0
19.97,22.72,30.5,2308,12.62,237.5,12898,0
20.35,24.36,40.0,2373,36.24,220.8,13536,1
21.41,23.28,41.9,2183,14.45,192.1,38068,0
39.23,36.07,34.6,2559,15.06,193.0,9528,1
19.99,23.13,43.0,2165,14.45,210.8,42469,0
20.66,26.22,39.4,2255,13.07,209.3,2700,0
22.6,22.61,36.3,2124,16.81,194.7,42455,0
34.47,34.16,51.2,1878,16.21,188.0,13169,1
19.79,24.45,44.0,1914,20.19,181.7,37396,0
20.46,24.4,36.2,2340,16.92,190.1,19742,0
21.69,24.84,42.9,1523,13.56,195.2,5889,0
22.96,24.98,51.4,2454,13.78,213.4,25165,0
31.83,38.22,30.5,1962,20.68,191.3,9669,1
19.79,25.23,41.3,423,19.4,221.9,25166,1
20.36,24.74,55.8,1864,18.42,241.0,22760,0
21.36,22.22,41.5,2686,22.86,190.6,28607,0
33.19,29.87,53.5,2130,16.33,201.6,10675,1
23.43,24.02,49.4,2304,36.15,201.0,2949,1
21.93,23.12,50.1,1944,16.52,205.0,32365,0
23.48,23.51,45.8,1977,10.22,203.6,6865,0
19.93,24.77,46.4,2650,12.95,225.3,1508,0
20.78,27.12,43.6,2004,14.63,229.6,33654,0
41.77,28.08,39.8,2212,21.79,192.0,45658,1
